SYEAR,SMTH,NAICS,_EMPLOYMENT_
2016,1,Water transportation[483],6500
2016,1,Wood product manufacturing[321],36500
2016,2,Aboriginal public administration[914],3000
2016,2,Accommodation services[721],32500
2016,2,Administrative and support services[561],88000
2016,2,Air transportation[481],9000
2016,2,Ambulatory health care services[621],82500
2016,2,"Amusement, gambling and recreation industries[713]",43500
2016,2,Animal production and aquaculture[112],5750
2016,2,Beverage and tobacco product manufacturing[312],7250
2016,2,Broadcasting (except Internet)[515],3500
2016,2,Building material and garden equipment and supplies dealers[444],12500
2016,2,Building material and supplies merchant wholesalers[416],17000
2016,2,"Business-to-business electronic markets, and agents and brokers[419]",0
2016,2,Chemical manufacturing[325],7500
2016,2,Clothing and clothing accessories stores[448],29250
2016,2,Clothing manufacturing[315],3750
2016,2,Computer and electronic product manufacturing[334],8500
2016,2,Construction of buildings[236],66500
2016,2,Couriers and messengers[492],4750
2016,2,Credit intermediation and related activities[522],30250
2016,2,Crop production[111],10000
2016,2,"Data processing, hosting, and related services[518]",2500
2016,2,Educational services[611],173500
2016,2,"Electrical equipment, appliance and component manufacturing[335]",4750
2016,2,Electronics and appliance stores[443],8500
2016,2,Fabricated metal product manufacturing[332],13000
2016,2,Farm product merchant wholesalers[411],500
2016,2,Federal government public administration[911],33500
2016,2,"Fishing, hunting and trapping[114]",2250
2016,2,Food and beverage stores[445],73750
2016,2,Food manufacturing[311],23750
2016,2,Food services and drinking places[722],128750
2016,2,"Food, beverage and tobacco merchant wholesalers[413]",17000
2016,2,Forestry and logging[113],14250
2016,2,Funds and other financial vehicles[526],0
2016,2,Furniture and home furnishings stores[442],8500
2016,2,Furniture and related product manufacturing[337],4250
2016,2,Gasoline stations[447],9750
2016,2,General merchandise stores[452],31250
2016,2,Health and personal care stores[446],40000
2016,2,Heavy and civil engineering construction[237],17750
2016,2,Heritage institutions[712],2250
2016,2,Hospitals[622],97250
2016,2,Insurance carriers and related activities[524],35500
2016,2,International and other extra-territorial public administration[919],500
2016,2,Leather and allied product manufacturing[316],0
2016,2,Lessors of non-financial intangible assets (except copyrighted works)[533],0
2016,2,"Local, municipal and regional public administration[913]",31000
2016,2,Machinery manufacturing[333],12000
2016,2,"Machinery, equipment and supplies merchant wholesalers[417]",23250
2016,2,Mining and quarrying (except oil and gas)[212],15750
2016,2,Miscellaneous manufacturing[339],10250
2016,2,Miscellaneous merchant wholesalers[418],12500
2016,2,Miscellaneous store retailers[453],17250
2016,2,Motion picture and sound recording industries[512],23500
2016,2,Motor vehicle and motor vehicle parts and accessories merchant wholesalers[415],6500
2016,2,Motor vehicle and parts dealers[441],34750
2016,2,Non-metallic mineral product manufacturing[327],3000
2016,2,Non-store retailers[454],7750
2016,2,Nursing and residential care facilities[623],44000
2016,2,Oil and gas extraction[211],4750
2016,2,Other,500
2016,2,Other information services[519],4500
2016,2,Paper manufacturing[322],8750
2016,2,"Performing arts, spectator sports and related industries[711]",13500
2016,2,Personal and household goods merchant wholesalers[414],13000
2016,2,Personal and laundry services[812],43000
2016,2,Petroleum and coal product manufacturing[324],0
2016,2,Petroleum and petroleum products merchant wholesalers[412],3500
2016,2,Pipeline transportation[486],0
2016,2,Plastics and rubber products manufacturing[326],6250
2016,2,Postal service[491],5750
2016,2,Primary metal manufacturing[331],3750
2016,2,Printing and related support activities[323],5000
2016,2,Private households[814],9750
2016,2,"Professional, scientific and technical services[541]",190000
2016,2,Provincial and territorial public administration[912],29250
2016,2,Publishing industries[511],10500
2016,2,Rail transportation[482],3750
2016,2,Real estate[531],43000
2016,2,"Religious, grant-making, civic, and professional and similar organizations[813]",20750
2016,2,Rental and leasing services[532],3000
2016,2,Repair and maintenance[811],25250
2016,2,Scenic and sightseeing transportation[487],250
2016,2,"Securities, commodity contracts, and other financial investment and related acti",16250
2016,2,Social assistance[624],65750
2016,2,Specialty trade contractors[238],117750
2016,2,"Sporting goods, hobby, book and music stores[451]",11000
2016,2,Support activities for agriculture and forestry[115],6250
2016,2,"Support activities for mining, and oil and gas extraction[213]",10000
2016,2,Support activities for transportation[488],28500
2016,2,Telecommunications[517],19000
2016,2,Textile mills[313],0
2016,2,Textile product mills[314],3750
2016,2,Transit and ground passenger transportation[485],21750
2016,2,Transportation equipment manufacturing[336],14000
2016,2,Truck transportation[484],41250
2016,2,Utilities[221],13000
2016,2,Warehousing and storage[493],6000
2016,2,Waste management and remediation services[562],4250
2016,2,Water transportation[483],7000
2016,2,Wood product manufacturing[321],35500
2016,3,Aboriginal public administration[914],4500
2016,3,Accommodation services[721],28500
2016,3,Administrative and support services[561],86500
2016,3,Air transportation[481],9250
2016,3,Ambulatory health care services[621],77500
2016,3,"Amusement, gambling and recreation industries[713]",40000
2016,3,Animal production and aquaculture[112],8500
2016,3,Beverage and tobacco product manufacturing[312],3750
2016,3,Broadcasting (except Internet)[515],3250
2016,3,Building material and garden equipment and supplies dealers[444],13750
2016,3,Building material and supplies merchant wholesalers[416],16750
2016,3,"Business-to-business electronic markets, and agents and brokers[419]",750
2016,3,Chemical manufacturing[325],5750
2016,3,Clothing and clothing accessories stores[448],32250
2016,3,Clothing manufacturing[315],2250
2016,3,Computer and electronic product manufacturing[334],9000
2016,3,Construction of buildings[236],65250
2016,3,Couriers and messengers[492],6250
2016,3,Credit intermediation and related activities[522],37000
2016,3,Crop production[111],13750
2016,3,"Data processing, hosting, and related services[518]",2000
2016,3,Educational services[611],174500
2016,3,"Electrical equipment, appliance and component manufacturing[335]",5250
2016,3,Electronics and appliance stores[443],8750
2016,3,Fabricated metal product manufacturing[332],16750
2016,3,Farm product merchant wholesalers[411],0
2016,3,Federal government public administration[911],35500
2016,3,"Fishing, hunting and trapping[114]",1750
2016,3,Food and beverage stores[445],66250
2016,3,Food manufacturing[311],28250
2016,3,Food services and drinking places[722],138000
2016,3,"Food, beverage and tobacco merchant wholesalers[413]",14750
2016,3,Forestry and logging[113],12000
2016,3,Funds and other financial vehicles[526],0
2016,3,Furniture and home furnishings stores[442],10750
2016,3,Furniture and related product manufacturing[337],2500
2016,3,Gasoline stations[447],9500
2016,3,General merchandise stores[452],33750
2016,3,Health and personal care stores[446],35750
2016,3,Heavy and civil engineering construction[237],22500
2016,3,Heritage institutions[712],2250
2016,3,Hospitals[622],106500
2016,3,Insurance carriers and related activities[524],29000
2016,3,International and other extra-territorial public administration[919],750
2016,3,Leather and allied product manufacturing[316],0
2016,3,Lessors of non-financial intangible assets (except copyrighted works)[533],0
2016,3,"Local, municipal and regional public administration[913]",30500
2016,3,Machinery manufacturing[333],13500
2016,3,"Machinery, equipment and supplies merchant wholesalers[417]",24000
2016,3,Mining and quarrying (except oil and gas)[212],16000
2016,3,Miscellaneous manufacturing[339],9000
2016,3,Miscellaneous merchant wholesalers[418],13750
2016,3,Miscellaneous store retailers[453],17750
2016,3,Motion picture and sound recording industries[512],30000
2016,3,Motor vehicle and motor vehicle parts and accessories merchant wholesalers[415],6750
2016,3,Motor vehicle and parts dealers[441],31750
2016,3,Non-metallic mineral product manufacturing[327],3000
2016,3,Non-store retailers[454],7250
2016,3,Nursing and residential care facilities[623],44250
2016,3,Oil and gas extraction[211],5000
2016,3,Other,1000
2016,3,Other information services[519],4000
2016,3,Paper manufacturing[322],8750
2016,3,"Performing arts, spectator sports and related industries[711]",12500
2016,3,Personal and household goods merchant wholesalers[414],13500
2016,3,Personal and laundry services[812],36500
2016,3,Petroleum and coal product manufacturing[324],0
2016,3,Petroleum and petroleum products merchant wholesalers[412],2750
2016,3,Pipeline transportation[486],250
2016,3,Plastics and rubber products manufacturing[326],4750
2016,3,Postal service[491],4500
2016,3,Primary metal manufacturing[331],2500
2016,3,Printing and related support activities[323],4750
2016,3,Private households[814],8000
2016,3,"Professional, scientific and technical services[541]",194000
2016,3,Provincial and territorial public administration[912],27500
2016,3,Publishing industries[511],11000
2016,3,Rail transportation[482],2750
2016,3,Real estate[531],45000
2016,3,"Religious, grant-making, civic, and professional and similar organizations[813]",23750
2016,3,Rental and leasing services[532],2750
2016,3,Repair and maintenance[811],28250
2016,3,Scenic and sightseeing transportation[487],1000
2016,3,"Securities, commodity contracts, and other financial investment and related acti",18250
2016,3,Social assistance[624],66000
2016,3,Specialty trade contractors[238],113000
2016,3,"Sporting goods, hobby, book and music stores[451]",9250
2016,3,Support activities for agriculture and forestry[115],6500
2016,3,"Support activities for mining, and oil and gas extraction[213]",9500
2016,3,Support activities for transportation[488],26000
2016,3,Telecommunications[517],15750
2016,3,Textile mills[313],0
2016,3,Textile product mills[314],2500
2016,3,Transit and ground passenger transportation[485],23000
2016,3,Transportation equipment manufacturing[336],12750
2016,3,Truck transportation[484],46750
2016,3,Utilities[221],14000
2016,3,Warehousing and storage[493],10250
2016,3,Waste management and remediation services[562],6250
2016,3,Water transportation[483],5250
2016,3,Wood product manufacturing[321],36000
2016,4,Aboriginal public administration[914],3000
2016,4,Accommodation services[721],25000
2016,4,Administrative and support services[561],96000
2016,4,Air transportation[481],9750
2016,4,Ambulatory health care services[621],82000
2016,4,"Amusement, gambling and recreation industries[713]",41250
2016,4,Animal production and aquaculture[112],8500
2016,4,Beverage and tobacco product manufacturing[312],4500
2016,4,Broadcasting (except Internet)[515],2250
2016,4,Building material and garden equipment and supplies dealers[444],16250
2016,4,Building material and supplies merchant wholesalers[416],15750
2016,4,"Business-to-business electronic markets, and agents and brokers[419]",750
2016,4,Chemical manufacturing[325],4000
2016,4,Clothing and clothing accessories stores[448],28500
2016,4,Clothing manufacturing[315],2500
2016,4,Computer and electronic product manufacturing[334],10750
2016,4,Construction of buildings[236],65250
2016,4,Couriers and messengers[492],5000
2016,4,Credit intermediation and related activities[522],36500
2016,4,Crop production[111],13000
2016,4,"Data processing, hosting, and related services[518]",2250
2016,4,Educational services[611],174250
2016,4,"Electrical equipment, appliance and component manufacturing[335]",4500
2016,4,Electronics and appliance stores[443],10000
2016,4,Fabricated metal product manufacturing[332],11500
2016,4,Farm product merchant wholesalers[411],750
2016,4,Federal government public administration[911],35750
2016,4,"Fishing, hunting and trapping[114]",1500
2016,4,Food and beverage stores[445],62000
2016,4,Food manufacturing[311],33250
2016,4,Food services and drinking places[722],147750
2016,4,"Food, beverage and tobacco merchant wholesalers[413]",15750
2016,4,Forestry and logging[113],11250
2016,4,Funds and other financial vehicles[526],0
2016,4,Furniture and home furnishings stores[442],10000
2016,4,Furniture and related product manufacturing[337],4250
2016,4,Gasoline stations[447],9500
2016,4,General merchandise stores[452],36000
2016,4,Health and personal care stores[446],30750
2016,4,Heavy and civil engineering construction[237],23750
2016,4,Heritage institutions[712],2500
2016,4,Hospitals[622],103500
2016,4,Insurance carriers and related activities[524],29250
2016,4,International and other extra-territorial public administration[919],500
2016,4,Leather and allied product manufacturing[316],0
2016,4,Lessors of non-financial intangible assets (except copyrighted works)[533],0
2016,4,"Local, municipal and regional public administration[913]",29500
2016,4,Machinery manufacturing[333],12750
2016,4,"Machinery, equipment and supplies merchant wholesalers[417]",22750
2016,4,Mining and quarrying (except oil and gas)[212],16500
2016,4,Miscellaneous manufacturing[339],9250
2016,4,Miscellaneous merchant wholesalers[418],19500
2016,4,Miscellaneous store retailers[453],24250
2016,4,Motion picture and sound recording industries[512],24750
2016,4,Motor vehicle and motor vehicle parts and accessories merchant wholesalers[415],8000
2016,4,Motor vehicle and parts dealers[441],31750
2016,4,Non-metallic mineral product manufacturing[327],2250
2016,4,Non-store retailers[454],7250
2016,4,Nursing and residential care facilities[623],43500
2016,4,Oil and gas extraction[211],3250
2016,4,Other,1500
2016,4,Other information services[519],4250
2016,4,Paper manufacturing[322],8250
2016,4,"Performing arts, spectator sports and related industries[711]",14000
2016,4,Personal and household goods merchant wholesalers[414],12750
2016,4,Personal and laundry services[812],34250
2016,4,Petroleum and coal product manufacturing[324],0
2016,4,Petroleum and petroleum products merchant wholesalers[412],2250
2016,4,Pipeline transportation[486],0
2016,4,Plastics and rubber products manufacturing[326],5250
2016,4,Postal service[491],2750
2016,4,Primary metal manufacturing[331],1000
2016,4,Printing and related support activities[323],5000
2016,4,Private households[814],9000
2016,4,"Professional, scientific and technical services[541]",193250
2016,4,Provincial and territorial public administration[912],29500
2016,4,Publishing industries[511],14000
2016,4,Rail transportation[482],3250
2016,4,Real estate[531],41000
2016,4,"Religious, grant-making, civic, and professional and similar organizations[813]",24750
2016,4,Rental and leasing services[532],3250
2016,4,Repair and maintenance[811],28500
2016,4,Scenic and sightseeing transportation[487],1500
2016,4,"Securities, commodity contracts, and other financial investment and related acti",18500
2016,4,Social assistance[624],63750
2016,4,Specialty trade contractors[238],124250
2016,4,"Sporting goods, hobby, book and music stores[451]",13500
2016,4,Support activities for agriculture and forestry[115],6000
2016,4,"Support activities for mining, and oil and gas extraction[213]",8500
2016,4,Support activities for transportation[488],24250
2016,4,Telecommunications[517],17500
2016,4,Textile mills[313],0
2016,4,Textile product mills[314],3000
2016,4,Transit and ground passenger transportation[485],22500
2016,4,Transportation equipment manufacturing[336],11000
2016,4,Truck transportation[484],49500
2016,4,Utilities[221],14000
2016,4,Warehousing and storage[493],9250
2016,4,Waste management and remediation services[562],5000
2016,4,Water transportation[483],5500
2016,4,Wood product manufacturing[321],36250
2016,5,Aboriginal public administration[914],2000
2016,5,Accommodation services[721],22000
2016,5,Administrative and support services[561],99000
2016,5,Air transportation[481],14000
2016,5,Ambulatory health care services[621],78250
2016,5,"Amusement, gambling and recreation industries[713]",39250
2016,5,Animal production and aquaculture[112],10000
2016,5,Beverage and tobacco product manufacturing[312],5750
2016,5,Broadcasting (except Internet)[515],2250
2016,5,Building material and garden equipment and supplies dealers[444],17750
2016,5,Building material and supplies merchant wholesalers[416],15750
2016,5,"Business-to-business electronic markets, and agents and brokers[419]",750
2016,5,Chemical manufacturing[325],4250
2016,5,Clothing and clothing accessories stores[448],27500
2016,5,Clothing manufacturing[315],2500
2016,5,Computer and electronic product manufacturing[334],10500
2016,5,Construction of buildings[236],67500
2016,5,Couriers and messengers[492],5500
2016,5,Credit intermediation and related activities[522],37250
2016,5,Crop production[111],13250
2016,5,"Data processing, hosting, and related services[518]",1500
2016,5,Educational services[611],173500
2016,5,"Electrical equipment, appliance and component manufacturing[335]",4000
2016,5,Electronics and appliance stores[443],15750
2016,5,Fabricated metal product manufacturing[332],10000
2016,5,Farm product merchant wholesalers[411],500
2016,5,Federal government public administration[911],38500
2016,5,"Fishing, hunting and trapping[114]",2500
2016,5,Food and beverage stores[445],66000
2016,5,Food manufacturing[311],33500
2016,5,Food services and drinking places[722],150250
2016,5,"Food, beverage and tobacco merchant wholesalers[413]",14250
2016,5,Forestry and logging[113],13250
2016,5,Funds and other financial vehicles[526],0
2016,5,Furniture and home furnishings stores[442],12500
2016,5,Furniture and related product manufacturing[337],6750
2016,5,Gasoline stations[447],8250
2016,5,General merchandise stores[452],32500
2016,5,Health and personal care stores[446],22750
2016,5,Heavy and civil engineering construction[237],26000
2016,5,Heritage institutions[712],5000
2016,5,Hospitals[622],104250
2016,5,Insurance carriers and related activities[524],29250
2016,5,International and other extra-territorial public administration[919],750
2016,5,Leather and allied product manufacturing[316],250
2016,5,Lessors of non-financial intangible assets (except copyrighted works)[533],0
2016,5,"Local, municipal and regional public administration[913]",35250
2016,5,Machinery manufacturing[333],10750
2016,5,"Machinery, equipment and supplies merchant wholesalers[417]",22000
2016,5,Mining and quarrying (except oil and gas)[212],17000
2016,5,Miscellaneous manufacturing[339],8500
2016,5,Miscellaneous merchant wholesalers[418],18500
2016,5,Miscellaneous store retailers[453],22250
2016,5,Motion picture and sound recording industries[512],23000
2016,5,Motor vehicle and motor vehicle parts and accessories merchant wholesalers[415],7250
2016,5,Motor vehicle and parts dealers[441],32000
2016,5,Non-metallic mineral product manufacturing[327],4750
2016,5,Non-store retailers[454],10000
2016,5,Nursing and residential care facilities[623],49500
2016,5,Oil and gas extraction[211],4500
2016,5,Other,1250
2016,5,Other information services[519],3250
2016,5,Paper manufacturing[322],8500
2016,5,"Performing arts, spectator sports and related industries[711]",18000
2016,5,Personal and household goods merchant wholesalers[414],11250
2016,5,Personal and laundry services[812],38000
2016,5,Petroleum and coal product manufacturing[324],1000
2016,5,Petroleum and petroleum products merchant wholesalers[412],500
2016,5,Pipeline transportation[486],250
2016,5,Plastics and rubber products manufacturing[326],5750
2016,5,Postal service[491],6250
2016,5,Primary metal manufacturing[331],2500
2016,5,Printing and related support activities[323],2250
2016,5,Private households[814],9500
2016,5,"Professional, scientific and technical services[541]",195250
2016,5,Provincial and territorial public administration[912],32500
2016,5,Publishing industries[511],16750
2016,5,Rail transportation[482],3750
2016,5,Real estate[531],36750
2016,5,"Religious, grant-making, civic, and professional and similar organizations[813]",28250
2016,5,Rental and leasing services[532],6500
2016,5,Repair and maintenance[811],27500
2016,5,Scenic and sightseeing transportation[487],2750
2016,5,"Securities, commodity contracts, and other financial investment and related acti",20750
2016,5,Social assistance[624],55750
2016,5,Specialty trade contractors[238],120750
2016,5,"Sporting goods, hobby, book and music stores[451]",13000
2016,5,Support activities for agriculture and forestry[115],8250
2016,5,"Support activities for mining, and oil and gas extraction[213]",7500
2016,5,Support activities for transportation[488],26500
2016,5,Telecommunications[517],16750
2016,5,Textile mills[313],0
2016,5,Textile product mills[314],3000
2016,5,Transit and ground passenger transportation[485],19250
2016,5,Transportation equipment manufacturing[336],10500
2016,5,Truck transportation[484],47250
2016,5,Utilities[221],13500
2016,5,Warehousing and storage[493],9250
2016,5,Waste management and remediation services[562],5750
2016,5,Water transportation[483],5750
2016,5,Wood product manufacturing[321],33000
2016,6,Aboriginal public administration[914],1250
2016,6,Accommodation services[721],28500
2016,6,Administrative and support services[561],106750
2016,6,Air transportation[481],15500
2016,6,Ambulatory health care services[621],80000
2016,6,"Amusement, gambling and recreation industries[713]",41500
2016,6,Animal production and aquaculture[112],8750
2016,6,Beverage and tobacco product manufacturing[312],6250
2016,6,Broadcasting (except Internet)[515],2250
2016,6,Building material and garden equipment and supplies dealers[444],21000
2016,6,Building material and supplies merchant wholesalers[416],16250
2016,6,"Business-to-business electronic markets, and agents and brokers[419]",750
2016,6,Chemical manufacturing[325],5000
2016,6,Clothing and clothing accessories stores[448],30250
2016,6,Clothing manufacturing[315],2750
2016,6,Computer and electronic product manufacturing[334],9000
2016,6,Construction of buildings[236],73000
2016,6,Couriers and messengers[492],6000
2016,6,Credit intermediation and related activities[522],34250
2016,6,Crop production[111],13750
2016,6,"Data processing, hosting, and related services[518]",0
2016,6,Educational services[611],174750
2016,6,"Electrical equipment, appliance and component manufacturing[335]",2250
2016,6,Electronics and appliance stores[443],15250
2016,6,Fabricated metal product manufacturing[332],14250
2016,6,Farm product merchant wholesalers[411],750
2016,6,Federal government public administration[911],39250
2016,6,"Fishing, hunting and trapping[114]",2500
2016,6,Food and beverage stores[445],56000
2016,6,Food manufacturing[311],34250
2016,6,Food services and drinking places[722],153750
2016,6,"Food, beverage and tobacco merchant wholesalers[413]",15250
2016,6,Forestry and logging[113],13000
2016,6,Funds and other financial vehicles[526],0
2016,6,Furniture and home furnishings stores[442],11000
2016,6,Furniture and related product manufacturing[337],7250
2016,6,Gasoline stations[447],5750
2016,6,General merchandise stores[452],26750
2016,6,Health and personal care stores[446],23500
2016,6,Heavy and civil engineering construction[237],24750
2016,6,Heritage institutions[712],2750
2016,6,Hospitals[622],105500
2016,6,Insurance carriers and related activities[524],33500
2016,6,International and other extra-territorial public administration[919],500
2016,6,Leather and allied product manufacturing[316],1000
2016,6,Lessors of non-financial intangible assets (except copyrighted works)[533],250
2016,6,"Local, municipal and regional public administration[913]",34750
2016,6,Machinery manufacturing[333],9000
2016,6,"Machinery, equipment and supplies merchant wholesalers[417]",19500
2016,6,Mining and quarrying (except oil and gas)[212],15500
2016,6,Miscellaneous manufacturing[339],7500
2016,6,Miscellaneous merchant wholesalers[418],19500
2016,6,Miscellaneous store retailers[453],22000
2016,6,Motion picture and sound recording industries[512],19750
2016,6,Motor vehicle and motor vehicle parts and accessories merchant wholesalers[415],7000
2016,6,Motor vehicle and parts dealers[441],39000
2016,6,Non-metallic mineral product manufacturing[327],4000
2016,6,Non-store retailers[454],10250
2016,6,Nursing and residential care facilities[623],48250
2016,6,Oil and gas extraction[211],3250
2016,6,Other,2250
2016,6,Other information services[519],3500
2016,6,Paper manufacturing[322],9000
2016,6,"Performing arts, spectator sports and related industries[711]",16750
2016,6,Personal and household goods merchant wholesalers[414],11250
2016,6,Personal and laundry services[812],33250
2016,6,Petroleum and coal product manufacturing[324],250
2016,6,Petroleum and petroleum products merchant wholesalers[412],750
2016,6,Pipeline transportation[486],250
2016,6,Plastics and rubber products manufacturing[326],5250
2016,6,Postal service[491],6750
2016,6,Primary metal manufacturing[331],3250
2016,6,Printing and related support activities[323],500
2016,6,Private households[814],12250
2016,6,"Professional, scientific and technical services[541]",203000
2016,6,Provincial and territorial public administration[912],30500
2016,6,Publishing industries[511],18750
2016,6,Rail transportation[482],4250
2016,6,Real estate[531],38000
2016,6,"Religious, grant-making, civic, and professional and similar organizations[813]",29000
2016,6,Rental and leasing services[532],6750
2016,6,Repair and maintenance[811],30750
2016,6,Scenic and sightseeing transportation[487],1250
2016,6,"Securities, commodity contracts, and other financial investment and related acti",24250
2016,6,Social assistance[624],55000
2016,6,Specialty trade contractors[238],114750
2016,6,"Sporting goods, hobby, book and music stores[451]",14000
2016,6,Support activities for agriculture and forestry[115],10750
2016,6,"Support activities for mining, and oil and gas extraction[213]",10250
2016,6,Support activities for transportation[488],25250
2016,6,Telecommunications[517],17500
2016,6,Textile mills[313],0
2016,6,Textile product mills[314],2750
2016,6,Transit and ground passenger transportation[485],24000
2016,6,Transportation equipment manufacturing[336],11250
2016,6,Truck transportation[484],43000
2016,6,Utilities[221],13500
2016,6,Warehousing and storage[493],7500
2016,6,Waste management and remediation services[562],7000
2016,6,Water transportation[483],6500
2016,6,Wood product manufacturing[321],34000
2016,7,Aboriginal public administration[914],1750
2016,7,Accommodation services[721],31250
2016,7,Administrative and support services[561],108500
2016,7,Air transportation[481],20750
2016,7,Ambulatory health care services[621],88750
2016,7,"Amusement, gambling and recreation industries[713]",40750
2016,7,Animal production and aquaculture[112],11250
2016,7,Beverage and tobacco product manufacturing[312],6250
2016,7,Broadcasting (except Internet)[515],1000
2016,7,Building material and garden equipment and supplies dealers[444],21000
2016,7,Building material and supplies merchant wholesalers[416],11750
2016,7,"Business-to-business electronic markets, and agents and brokers[419]",250
2016,7,Chemical manufacturing[325],5750
2016,7,Clothing and clothing accessories stores[448],29500
2016,7,Clothing manufacturing[315],4000
2016,7,Computer and electronic product manufacturing[334],11500
2016,7,Construction of buildings[236],72250
2016,7,Couriers and messengers[492],7250
2016,7,Credit intermediation and related activities[522],38500
2016,7,Crop production[111],17750
2016,7,"Data processing, hosting, and related services[518]",0
2016,7,Educational services[611],137500
2016,7,"Electrical equipment, appliance and component manufacturing[335]",4500
2016,7,Electronics and appliance stores[443],15250
2016,7,Fabricated metal product manufacturing[332],13000
2016,7,Farm product merchant wholesalers[411],750
2016,7,Federal government public administration[911],34500
2016,7,"Fishing, hunting and trapping[114]",750
2016,7,Food and beverage stores[445],65500
2016,7,Food manufacturing[311],32000
2016,7,Food services and drinking places[722],152000
2016,7,"Food, beverage and tobacco merchant wholesalers[413]",19000
2016,7,Forestry and logging[113],15250
2016,7,Funds and other financial vehicles[526],0
2016,7,Furniture and home furnishings stores[442],7250
2016,7,Furniture and related product manufacturing[337],5750
