SYEAR,SMTH,NAICS,_EMPLOYMENT_
1997,1,Mining and quarrying (except oil and gas)[212],11250
1997,1,Miscellaneous manufacturing[339],8500
1997,1,Miscellaneous merchant wholesalers[418],10000
1997,1,Miscellaneous store retailers[453],16250
1997,1,Monetary authorities - central bank[521],0
1997,1,Motion picture and sound recording industries[512],6250
1997,1,Motor vehicle and motor vehicle parts and accessories merchant wholesalers[415],5500
1997,1,Motor vehicle and parts dealers[441],26250
1997,1,Non-metallic mineral product manufacturing[327],4750
1997,1,Non-store retailers[454],7250
1997,1,Nursing and residential care facilities[623],27250
1997,1,Oil and gas extraction[211],1750
1997,1,Other,5000
1997,1,Other information services[519],3000
1997,1,Paper manufacturing[322],21250
1997,1,"Performing arts, spectator sports and related industries[711]",15250
1997,1,Personal and household goods merchant wholesalers[414],8500
1997,1,Personal and laundry services[812],28750
1997,1,Petroleum and coal product manufacturing[324],2250
1997,1,Petroleum and petroleum products merchant wholesalers[412],1250
1997,1,Pipeline transportation[486],0
1997,1,Plastics and rubber products manufacturing[326],6250
1997,1,Postal service[491],8000
1997,1,Primary metal manufacturing[331],11500
1997,1,Printing and related support activities[323],10750
1997,1,Private households[814],9750
1997,1,"Professional, scientific and technical services[541]",109750
1997,1,Provincial and territorial public administration[912],36500
1997,1,Publishing industries[511],7250
1997,1,Rail transportation[482],7000
1997,1,Real estate[531],38500
1997,1,"Religious, grant-making, civic, and professional and similar organizations[813]",13000
1997,1,Rental and leasing services[532],12000
1997,1,Repair and maintenance[811],38000
1997,1,Scenic and sightseeing transportation[487],250
1997,1,"Securities, commodity contracts, and other financial investment and related acti",11000
1997,1,Social assistance[624],54000
1997,1,Specialty trade contractors[238],73250
1997,1,"Sporting goods, hobby, book and music stores[451]",8500
1997,1,Support activities for agriculture and forestry[115],12000
1997,1,"Support activities for mining, and oil and gas extraction[213]",2250
1997,1,Support activities for transportation[488],11750
1997,1,Telecommunications[517],16750
1997,1,Textile mills[313],0
1997,1,Textile product mills[314],2000
1997,1,Transit and ground passenger transportation[485],11250
1997,1,Transportation equipment manufacturing[336],11750
1997,1,Truck transportation[484],27750
1997,1,Utilities[221],10000
1997,1,Warehousing and storage[493],6750
1997,1,Waste management and remediation services[562],1750
1997,1,Water transportation[483],8500
1997,1,Wood product manufacturing[321],48000
1997,2,Aboriginal public administration[914],750
1997,2,Accommodation services[721],24250
1997,2,Administrative and support services[561],58750
1997,2,Air transportation[481],15500
1997,2,Ambulatory health care services[621],40500
1997,2,"Amusement, gambling and recreation industries[713]",19500
1997,2,Animal production and aquaculture[112],14000
1997,2,Beverage and tobacco product manufacturing[312],3750
1997,2,Broadcasting (except Internet)[515],5000
1997,2,Building material and garden equipment and supplies dealers[444],13250
1997,2,Building material and supplies merchant wholesalers[416],9500
1997,2,"Business-to-business electronic markets, and agents and brokers[419]",0
1997,2,Chemical manufacturing[325],1500
1997,2,Clothing and clothing accessories stores[448],20750
1997,2,Clothing manufacturing[315],2500
1997,2,Computer and electronic product manufacturing[334],6750
1997,2,Construction of buildings[236],23500
1997,2,Couriers and messengers[492],9000
1997,2,Credit intermediation and related activities[522],45750
1997,2,Crop production[111],9750
1997,2,"Data processing, hosting, and related services[518]",1250
1997,2,Educational services[611],125000
1997,2,"Electrical equipment, appliance and component manufacturing[335]",6000
1997,2,Electronics and appliance stores[443],9000
1997,2,Fabricated metal product manufacturing[332],11250
1997,2,Farm product merchant wholesalers[411],2750
1997,2,Federal government public administration[911],32250
1997,2,"Fishing, hunting and trapping[114]",4500
1997,2,Food and beverage stores[445],58500
1997,2,Food manufacturing[311],22750
1997,2,Food services and drinking places[722],107750
1997,2,"Food, beverage and tobacco merchant wholesalers[413]",14750
1997,2,Forestry and logging[113],22500
1997,2,Funds and other financial vehicles[526],0
1997,2,Furniture and home furnishings stores[442],11250
1997,2,Furniture and related product manufacturing[337],4500
1997,2,Gasoline stations[447],17750
1997,2,General merchandise stores[452],27250
1997,2,Health and personal care stores[446],13250
1997,2,Heavy and civil engineering construction[237],15500
1997,2,Heritage institutions[712],2000
1997,2,Hospitals[622],61750
1997,2,Insurance carriers and related activities[524],23750
1997,2,International and other extra-territorial public administration[919],0
1997,2,Leather and allied product manufacturing[316],500
1997,2,Lessors of non-financial intangible assets (except copyrighted works)[533],0
1997,2,"Local, municipal and regional public administration[913]",32500
1997,2,Machinery manufacturing[333],7250
1997,2,"Machinery, equipment and supplies merchant wholesalers[417]",15750
1997,2,Management of companies and enterprises[551],750
1997,2,Mining and quarrying (except oil and gas)[212],10250
1997,2,Miscellaneous manufacturing[339],7000
1997,2,Miscellaneous merchant wholesalers[418],8000
1997,2,Miscellaneous store retailers[453],18500
1997,2,Monetary authorities - central bank[521],0
1997,2,Motion picture and sound recording industries[512],4000
1997,2,Motor vehicle and motor vehicle parts and accessories merchant wholesalers[415],5000
1997,2,Motor vehicle and parts dealers[441],27500
1997,2,Non-metallic mineral product manufacturing[327],5250
1997,2,Non-store retailers[454],5750
1997,2,Nursing and residential care facilities[623],27000
1997,2,Oil and gas extraction[211],1000
1997,2,Other,3500
1997,2,Other information services[519],4000
1997,2,Paper manufacturing[322],19500
1997,2,"Performing arts, spectator sports and related industries[711]",12250
1997,2,Personal and household goods merchant wholesalers[414],6750
1997,2,Personal and laundry services[812],25500
1997,2,Petroleum and coal product manufacturing[324],2500
1997,2,Petroleum and petroleum products merchant wholesalers[412],1250
1997,2,Pipeline transportation[486],0
1997,2,Plastics and rubber products manufacturing[326],7250
1997,2,Postal service[491],8000
1997,2,Primary metal manufacturing[331],12250
1997,2,Printing and related support activities[323],12500
1997,2,Private households[814],11250
1997,2,"Professional, scientific and technical services[541]",108000
1997,2,Provincial and territorial public administration[912],37750
1997,2,Publishing industries[511],6250
1997,2,Rail transportation[482],5250
1997,2,Real estate[531],36500
1997,2,"Religious, grant-making, civic, and professional and similar organizations[813]",17000
1997,2,Rental and leasing services[532],14250
1997,2,Repair and maintenance[811],36250
1997,2,Scenic and sightseeing transportation[487],750
1997,2,"Securities, commodity contracts, and other financial investment and related acti",7250
1997,2,Social assistance[624],53500
1997,2,Specialty trade contractors[238],81000
1997,2,"Sporting goods, hobby, book and music stores[451]",9000
1997,2,Support activities for agriculture and forestry[115],12000
1997,2,"Support activities for mining, and oil and gas extraction[213]",3250
1997,2,Support activities for transportation[488],12250
1997,2,Telecommunications[517],20750
1997,2,Textile mills[313],0
1997,2,Textile product mills[314],1000
1997,2,Transit and ground passenger transportation[485],13000
1997,2,Transportation equipment manufacturing[336],11500
1997,2,Truck transportation[484],26750
1997,2,Utilities[221],9750
1997,2,Warehousing and storage[493],6000
1997,2,Waste management and remediation services[562],1750
1997,2,Water transportation[483],9750
1997,2,Wood product manufacturing[321],45500
1997,3,Aboriginal public administration[914],1250
1997,3,Accommodation services[721],27750
1997,3,Administrative and support services[561],54500
1997,3,Air transportation[481],14250
1997,3,Ambulatory health care services[621],42750
1997,3,"Amusement, gambling and recreation industries[713]",20750
1997,3,Animal production and aquaculture[112],13250
1997,3,Beverage and tobacco product manufacturing[312],3750
1997,3,Broadcasting (except Internet)[515],6500
1997,3,Building material and garden equipment and supplies dealers[444],12000
1997,3,Building material and supplies merchant wholesalers[416],10500
1997,3,"Business-to-business electronic markets, and agents and brokers[419]",0
1997,3,Chemical manufacturing[325],500
1997,3,Clothing and clothing accessories stores[448],22000
1997,3,Clothing manufacturing[315],3250
1997,3,Computer and electronic product manufacturing[334],6000
1997,3,Construction of buildings[236],22250
1997,3,Couriers and messengers[492],7500
1997,3,Credit intermediation and related activities[522],45000
1997,3,Crop production[111],10500
1997,3,"Data processing, hosting, and related services[518]",1000
1997,3,Educational services[611],126500
1997,3,"Electrical equipment, appliance and component manufacturing[335]",3500
1997,3,Electronics and appliance stores[443],9750
1997,3,Fabricated metal product manufacturing[332],9750
1997,3,Farm product merchant wholesalers[411],1750
1997,3,Federal government public administration[911],31250
1997,3,"Fishing, hunting and trapping[114]",5750
1997,3,Food and beverage stores[445],56500
1997,3,Food manufacturing[311],21500
1997,3,Food services and drinking places[722],106000
1997,3,"Food, beverage and tobacco merchant wholesalers[413]",15000
1997,3,Forestry and logging[113],21000
1997,3,Funds and other financial vehicles[526],250
1997,3,Furniture and home furnishings stores[442],10750
1997,3,Furniture and related product manufacturing[337],7250
1997,3,Gasoline stations[447],16000
1997,3,General merchandise stores[452],26000
1997,3,Health and personal care stores[446],11750
1997,3,Heavy and civil engineering construction[237],15500
1997,3,Heritage institutions[712],2250
1997,3,Hospitals[622],62250
1997,3,Insurance carriers and related activities[524],25750
1997,3,International and other extra-territorial public administration[919],0
1997,3,Leather and allied product manufacturing[316],250
1997,3,Lessors of non-financial intangible assets (except copyrighted works)[533],0
1997,3,"Local, municipal and regional public administration[913]",32500
1997,3,Machinery manufacturing[333],7000
1997,3,"Machinery, equipment and supplies merchant wholesalers[417]",14000
1997,3,Management of companies and enterprises[551],1000
1997,3,Mining and quarrying (except oil and gas)[212],10000
1997,3,Miscellaneous manufacturing[339],8000
1997,3,Miscellaneous merchant wholesalers[418],9250
1997,3,Miscellaneous store retailers[453],20000
1997,3,Monetary authorities - central bank[521],0
1997,3,Motion picture and sound recording industries[512],7000
1997,3,Motor vehicle and motor vehicle parts and accessories merchant wholesalers[415],6250
1997,3,Motor vehicle and parts dealers[441],24500
1997,3,Non-metallic mineral product manufacturing[327],5750
1997,3,Non-store retailers[454],7250
1997,3,Nursing and residential care facilities[623],26000
1997,3,Oil and gas extraction[211],750
1997,3,Other,3500
1997,3,Other information services[519],4500
1997,3,Paper manufacturing[322],19250
1997,3,"Performing arts, spectator sports and related industries[711]",12750
1997,3,Personal and household goods merchant wholesalers[414],7000
1997,3,Personal and laundry services[812],29500
1997,3,Petroleum and coal product manufacturing[324],1500
1997,3,Petroleum and petroleum products merchant wholesalers[412],1250
1997,3,Pipeline transportation[486],500
1997,3,Plastics and rubber products manufacturing[326],6250
1997,3,Postal service[491],7750
1997,3,Primary metal manufacturing[331],10500
1997,3,Printing and related support activities[323],11750
1997,3,Private households[814],12000
1997,3,"Professional, scientific and technical services[541]",110000
1997,3,Provincial and territorial public administration[912],36750
1997,3,Publishing industries[511],8000
1997,3,Rail transportation[482],5000
1997,3,Real estate[531],34250
1997,3,"Religious, grant-making, civic, and professional and similar organizations[813]",20750
1997,3,Rental and leasing services[532],13500
1997,3,Repair and maintenance[811],33250
1997,3,Scenic and sightseeing transportation[487],1000
1997,3,"Securities, commodity contracts, and other financial investment and related acti",8000
1997,3,Social assistance[624],52250
1997,3,Specialty trade contractors[238],78750
1997,3,"Sporting goods, hobby, book and music stores[451]",10750
1997,3,Support activities for agriculture and forestry[115],13000
1997,3,"Support activities for mining, and oil and gas extraction[213]",4000
1997,3,Support activities for transportation[488],12750
1997,3,Telecommunications[517],18750
1997,3,Textile mills[313],0
1997,3,Textile product mills[314],1500
1997,3,Transit and ground passenger transportation[485],10750
1997,3,Transportation equipment manufacturing[336],13750
1997,3,Truck transportation[484],28750
1997,3,Utilities[221],9500
1997,3,Warehousing and storage[493],7000
1997,3,Waste management and remediation services[562],1250
1997,3,Water transportation[483],10500
1997,3,Wood product manufacturing[321],52750
1997,4,Aboriginal public administration[914],750
1997,4,Accommodation services[721],29750
1997,4,Administrative and support services[561],60750
1997,4,Air transportation[481],15750
1997,4,Ambulatory health care services[621],40750
1997,4,"Amusement, gambling and recreation industries[713]",22250
1997,4,Animal production and aquaculture[112],15000
1997,4,Beverage and tobacco product manufacturing[312],2750
1997,4,Broadcasting (except Internet)[515],8000
1997,4,Building material and garden equipment and supplies dealers[444],12250
1997,4,Building material and supplies merchant wholesalers[416],10000
1997,4,"Business-to-business electronic markets, and agents and brokers[419]",0
1997,4,Chemical manufacturing[325],1250
1997,4,Clothing and clothing accessories stores[448],23250
1997,4,Clothing manufacturing[315],4000
1997,4,Computer and electronic product manufacturing[334],4250
1997,4,Construction of buildings[236],26000
1997,4,Couriers and messengers[492],6000
1997,4,Credit intermediation and related activities[522],48250
1997,4,Crop production[111],10500
1997,4,"Data processing, hosting, and related services[518]",1500
1997,4,Educational services[611],126750
1997,4,"Electrical equipment, appliance and component manufacturing[335]",4000
1997,4,Electronics and appliance stores[443],8500
1997,4,Fabricated metal product manufacturing[332],10000
1997,4,Farm product merchant wholesalers[411],500
1997,4,Federal government public administration[911],32250
1997,4,"Fishing, hunting and trapping[114]",3500
1997,4,Food and beverage stores[445],52000
1997,4,Food manufacturing[311],18250
1997,4,Food services and drinking places[722],105000
1997,4,"Food, beverage and tobacco merchant wholesalers[413]",15500
1997,4,Forestry and logging[113],20250
1997,4,Funds and other financial vehicles[526],500
1997,4,Furniture and home furnishings stores[442],13000
1997,4,Furniture and related product manufacturing[337],6000
1997,4,Gasoline stations[447],15250
1997,4,General merchandise stores[452],28250
1997,4,Health and personal care stores[446],12750
1997,4,Heavy and civil engineering construction[237],17500
1997,4,Heritage institutions[712],1250
1997,4,Hospitals[622],68000
1997,4,Insurance carriers and related activities[524],27250
1997,4,International and other extra-territorial public administration[919],0
1997,4,Leather and allied product manufacturing[316],500
1997,4,Lessors of non-financial intangible assets (except copyrighted works)[533],0
1997,4,"Local, municipal and regional public administration[913]",33750
1997,4,Machinery manufacturing[333],8250
1997,4,"Machinery, equipment and supplies merchant wholesalers[417]",14250
1997,4,Management of companies and enterprises[551],500
1997,4,Mining and quarrying (except oil and gas)[212],7000
1997,4,Miscellaneous manufacturing[339],8750
1997,4,Miscellaneous merchant wholesalers[418],12000
1997,4,Miscellaneous store retailers[453],21750
1997,4,Monetary authorities - central bank[521],0
1997,4,Motion picture and sound recording industries[512],7500
1997,4,Motor vehicle and motor vehicle parts and accessories merchant wholesalers[415],5250
1997,4,Motor vehicle and parts dealers[441],24250
1997,4,Non-metallic mineral product manufacturing[327],5750
1997,4,Non-store retailers[454],7750
1997,4,Nursing and residential care facilities[623],28000
1997,4,Oil and gas extraction[211],1000
1997,4,Other,3250
1997,4,Other information services[519],4000
1997,4,Paper manufacturing[322],19000
1997,4,"Performing arts, spectator sports and related industries[711]",11250
1997,4,Personal and household goods merchant wholesalers[414],6250
1997,4,Personal and laundry services[812],26250
1997,4,Petroleum and coal product manufacturing[324],1750
1997,4,Petroleum and petroleum products merchant wholesalers[412],1000
1997,4,Pipeline transportation[486],750
1997,4,Plastics and rubber products manufacturing[326],7500
1997,4,Postal service[491],8500
1997,4,Primary metal manufacturing[331],9750
1997,4,Printing and related support activities[323],12500
1997,4,Private households[814],11500
1997,4,"Professional, scientific and technical services[541]",110500
1997,4,Provincial and territorial public administration[912],34000
1997,4,Publishing industries[511],9750
1997,4,Rail transportation[482],6000
1997,4,Real estate[531],33250
1997,4,"Religious, grant-making, civic, and professional and similar organizations[813]",18250
1997,4,Rental and leasing services[532],10500
1997,4,Repair and maintenance[811],33750
1997,4,Scenic and sightseeing transportation[487],1500
1997,4,"Securities, commodity contracts, and other financial investment and related acti",8250
1997,4,Social assistance[624],49750
1997,4,Specialty trade contractors[238],82250
1997,4,"Sporting goods, hobby, book and music stores[451]",11500
1997,4,Support activities for agriculture and forestry[115],12250
1997,4,"Support activities for mining, and oil and gas extraction[213]",4500
1997,4,Support activities for transportation[488],12000
1997,4,Telecommunications[517],21000
1997,4,Textile mills[313],0
1997,4,Textile product mills[314],250
1997,4,Transit and ground passenger transportation[485],10250
1997,4,Transportation equipment manufacturing[336],14000
1997,4,Truck transportation[484],27500
1997,4,Utilities[221],10000
1997,4,Warehousing and storage[493],7750
1997,4,Waste management and remediation services[562],0
1997,4,Water transportation[483],8500
1997,4,Wood product manufacturing[321],51750
1997,5,Aboriginal public administration[914],1250
1997,5,Accommodation services[721],34000
1997,5,Administrative and support services[561],60250
1997,5,Air transportation[481],17750
1997,5,Ambulatory health care services[621],46750
1997,5,"Amusement, gambling and recreation industries[713]",24000
1997,5,Animal production and aquaculture[112],15500
1997,5,Beverage and tobacco product manufacturing[312],3750
1997,5,Broadcasting (except Internet)[515],6250
1997,5,Building material and garden equipment and supplies dealers[444],12500
1997,5,Building material and supplies merchant wholesalers[416],10000
1997,5,"Business-to-business electronic markets, and agents and brokers[419]",0
1997,5,Chemical manufacturing[325],2000
1997,5,Clothing and clothing accessories stores[448],21500
1997,5,Clothing manufacturing[315],3500
1997,5,Computer and electronic product manufacturing[334],4750
1997,5,Construction of buildings[236],26000
1997,5,Couriers and messengers[492],7500
1997,5,Credit intermediation and related activities[522],47250
1997,5,Crop production[111],12000
1997,5,"Data processing, hosting, and related services[518]",1500
1997,5,Educational services[611],128000
1997,5,"Electrical equipment, appliance and component manufacturing[335]",4250
1997,5,Electronics and appliance stores[443],9500
1997,5,Fabricated metal product manufacturing[332],10500
1997,5,Farm product merchant wholesalers[411],1000
1997,5,Federal government public administration[911],35000
1997,5,"Fishing, hunting and trapping[114]",6000
1997,5,Food and beverage stores[445],53000
1997,5,Food manufacturing[311],18000
1997,5,Food services and drinking places[722],105250
1997,5,"Food, beverage and tobacco merchant wholesalers[413]",14000
1997,5,Forestry and logging[113],18250
1997,5,Funds and other financial vehicles[526],0
1997,5,Furniture and home furnishings stores[442],11500
1997,5,Furniture and related product manufacturing[337],7750
1997,5,Gasoline stations[447],17000
1997,5,General merchandise stores[452],23500
1997,5,Health and personal care stores[446],15250
1997,5,Heavy and civil engineering construction[237],16250
1997,5,Heritage institutions[712],2000
1997,5,Hospitals[622],71000
1997,5,Insurance carriers and related activities[524],28000
1997,5,International and other extra-territorial public administration[919],0
1997,5,Leather and allied product manufacturing[316],0
1997,5,Lessors of non-financial intangible assets (except copyrighted works)[533],0
1997,5,"Local, municipal and regional public administration[913]",31500
1997,5,Machinery manufacturing[333],8000
1997,5,"Machinery, equipment and supplies merchant wholesalers[417]",15500
1997,5,Management of companies and enterprises[551],250
1997,5,Mining and quarrying (except oil and gas)[212],8250
1997,5,Miscellaneous manufacturing[339],9500
1997,5,Miscellaneous merchant wholesalers[418],17000
1997,5,Miscellaneous store retailers[453],23500
1997,5,Monetary authorities - central bank[521],0
1997,5,Motion picture and sound recording industries[512],7500
1997,5,Motor vehicle and motor vehicle parts and accessories merchant wholesalers[415],5000
1997,5,Motor vehicle and parts dealers[441],24500
1997,5,Non-metallic mineral product manufacturing[327],7500
1997,5,Non-store retailers[454],7750
1997,5,Nursing and residential care facilities[623],28000
1997,5,Oil and gas extraction[211],2000
1997,5,Other,3500
1997,5,Other information services[519],4000
1997,5,Paper manufacturing[322],22250
1997,5,"Performing arts, spectator sports and related industries[711]",11000
1997,5,Personal and household goods merchant wholesalers[414],7500
1997,5,Personal and laundry services[812],29250
1997,5,Petroleum and coal product manufacturing[324],1750
1997,5,Petroleum and petroleum products merchant wholesalers[412],1750
1997,5,Pipeline transportation[486],1250
1997,5,Plastics and rubber products manufacturing[326],9000
1997,5,Postal service[491],7500
1997,5,Primary metal manufacturing[331],9250
1997,5,Printing and related support activities[323],11500
1997,5,Private households[814],11500
1997,5,"Professional, scientific and technical services[541]",113250
1997,5,Provincial and territorial public administration[912],33250
1997,5,Publishing industries[511],11500
1997,5,Rail transportation[482],6500
1997,5,Real estate[531],33500
1997,5,"Religious, grant-making, civic, and professional and similar organizations[813]",15250
1997,5,Rental and leasing services[532],10750
1997,5,Repair and maintenance[811],37000
1997,5,Scenic and sightseeing transportation[487],1000
1997,5,"Securities, commodity contracts, and other financial investment and related acti",8000
1997,5,Social assistance[624],45500
1997,5,Specialty trade contractors[238],81750
1997,5,"Sporting goods, hobby, book and music stores[451]",8750
1997,5,Support activities for agriculture and forestry[115],13250
1997,5,"Support activities for mining, and oil and gas extraction[213]",4500
1997,5,Support activities for transportation[488],12750
1997,5,Telecommunications[517],20750
1997,5,Textile mills[313],0
1997,5,Textile product mills[314],750
1997,5,Transit and ground passenger transportation[485],11750
1997,5,Transportation equipment manufacturing[336],12250
1997,5,Truck transportation[484],27250
1997,5,Utilities[221],9500
1997,5,Warehousing and storage[493],6500
1997,5,Waste management and remediation services[562],500
1997,5,Water transportation[483],7750
1997,5,Wood product manufacturing[321],51500
1997,6,Aboriginal public administration[914],750
1997,6,Accommodation services[721],40250
1997,6,Administrative and support services[561],62500
1997,6,Air transportation[481],14000
1997,6,Ambulatory health care services[621],47500
1997,6,"Amusement, gambling and recreation industries[713]",24500
1997,6,Animal production and aquaculture[112],17250
1997,6,Beverage and tobacco product manufacturing[312],3750
1997,6,Broadcasting (except Internet)[515],5500
1997,6,Building material and garden equipment and supplies dealers[444],14000
1997,6,Building material and supplies merchant wholesalers[416],9000
1997,6,"Business-to-business electronic markets, and agents and brokers[419]",0
1997,6,Chemical manufacturing[325],3000
1997,6,Clothing and clothing accessories stores[448],18500
1997,6,Clothing manufacturing[315],3500
1997,6,Computer and electronic product manufacturing[334],5250
1997,6,Construction of buildings[236],22500
1997,6,Couriers and messengers[492],7750
1997,6,Credit intermediation and related activities[522],46000
1997,6,Crop production[111],16500
1997,6,"Data processing, hosting, and related services[518]",0
1997,6,Educational services[611],120750
1997,6,"Electrical equipment, appliance and component manufacturing[335]",4000
1997,6,Electronics and appliance stores[443],9500
1997,6,Fabricated metal product manufacturing[332],11000
1997,6,Farm product merchant wholesalers[411],1250
1997,6,Federal government public administration[911],34250
1997,6,"Fishing, hunting and trapping[114]",8250
1997,6,Food and beverage stores[445],52000
1997,6,Food manufacturing[311],19000
1997,6,Food services and drinking places[722],113250
1997,6,"Food, beverage and tobacco merchant wholesalers[413]",15000
1997,6,Forestry and logging[113],18500
1997,6,Funds and other financial vehicles[526],0
1997,6,Furniture and home furnishings stores[442],7500
1997,6,Furniture and related product manufacturing[337],5750
1997,6,Gasoline stations[447],11000
1997,6,General merchandise stores[452],25500
1997,6,Health and personal care stores[446],17500
1997,6,Heavy and civil engineering construction[237],18750
1997,6,Heritage institutions[712],3750
1997,6,Hospitals[622],72750
1997,6,Insurance carriers and related activities[524],27000
1997,6,International and other extra-territorial public administration[919],0
1997,6,Leather and allied product manufacturing[316],0
1997,6,Lessors of non-financial intangible assets (except copyrighted works)[533],0
1997,6,"Local, municipal and regional public administration[913]",32000
1997,6,Machinery manufacturing[333],8750
1997,6,"Machinery, equipment and supplies merchant wholesalers[417]",17000
1997,6,Management of companies and enterprises[551],500
1997,6,Mining and quarrying (except oil and gas)[212],10000
1997,6,Miscellaneous manufacturing[339],11500
1997,6,Miscellaneous merchant wholesalers[418],15250
1997,6,Miscellaneous store retailers[453],24250
1997,6,Monetary authorities - central bank[521],0
1997,6,Motion picture and sound recording industries[512],10250
1997,6,Motor vehicle and motor vehicle parts and accessories merchant wholesalers[415],4750
1997,6,Motor vehicle and parts dealers[441],27250
1997,6,Non-metallic mineral product manufacturing[327],7000
1997,6,Non-store retailers[454],9750
1997,6,Nursing and residential care facilities[623],31500
1997,6,Oil and gas extraction[211],1750
1997,6,Other,3500
1997,6,Other information services[519],2250
1997,6,Paper manufacturing[322],22250
1997,6,"Performing arts, spectator sports and related industries[711]",11750
1997,6,Personal and household goods merchant wholesalers[414],7500
1997,6,Personal and laundry services[812],30000
1997,6,Petroleum and coal product manufacturing[324],1750
1997,6,Petroleum and petroleum products merchant wholesalers[412],1500
1997,6,Pipeline transportation[486],1500
1997,6,Plastics and rubber products manufacturing[326],8250
1997,6,Postal service[491],7750
1997,6,Primary metal manufacturing[331],9000
1997,6,Printing and related support activities[323],9750
1997,6,Private households[814],14750
1997,6,"Professional, scientific and technical services[541]",112000
1997,6,Provincial and territorial public administration[912],31750
1997,6,Publishing industries[511],10500
1997,6,Rail transportation[482],6500
1997,6,Real estate[531],29750
1997,6,"Religious, grant-making, civic, and professional and similar organizations[813]",14500
1997,6,Rental and leasing services[532],9750
1997,6,Repair and maintenance[811],34000
1997,6,Scenic and sightseeing transportation[487],1750
1997,6,"Securities, commodity contracts, and other financial investment and related acti",10250
1997,6,Social assistance[624],45250
1997,6,Specialty trade contractors[238],83000
1997,6,"Sporting goods, hobby, book and music stores[451]",9000
1997,6,Support activities for agriculture and forestry[115],12750
1997,6,"Support activities for mining, and oil and gas extraction[213]",6000
1997,6,Support activities for transportation[488],12500
1997,6,Telecommunications[517],22000
1997,6,Textile mills[313],250
1997,6,Textile product mills[314],250
1997,6,Transit and ground passenger transportation[485],12750
1997,6,Transportation equipment manufacturing[336],16000
1997,6,Truck transportation[484],29750
1997,6,Utilities[221],9500
1997,6,Warehousing and storage[493],8500
1997,6,Waste management and remediation services[562],1000
1997,6,Water transportation[483],5500
1997,6,Wood product manufacturing[321],50000
1997,7,Aboriginal public administration[914],500
1997,7,Accommodation services[721],38500
1997,7,Administrative and support services[561],60750
1997,7,Air transportation[481],14000
1997,7,Ambulatory health care services[621],49750
1997,7,"Amusement, gambling and recreation industries[713]",23750
1997,7,Animal production and aquaculture[112],17500
1997,7,Beverage and tobacco product manufacturing[312],5250
1997,7,Broadcasting (except Internet)[515],6250
1997,7,Building material and garden equipment and supplies dealers[444],14750
1997,7,Building material and supplies merchant wholesalers[416],7250
1997,7,"Business-to-business electronic markets, and agents and brokers[419]",0
1997,7,Chemical manufacturing[325],5000
1997,7,Clothing and clothing accessories stores[448],19000
1997,7,Clothing manufacturing[315],4000
1997,7,Computer and electronic product manufacturing[334],4000
1997,7,Construction of buildings[236],23500
1997,7,Couriers and messengers[492],7750
1997,7,Credit intermediation and related activities[522],45500
1997,7,Crop production[111],18750
1997,7,"Data processing, hosting, and related services[518]",0
1997,7,Educational services[611],106500
1997,7,"Electrical equipment, appliance and component manufacturing[335]",4250
1997,7,Electronics and appliance stores[443],10250
