SYEAR,SMTH,NAICS,_EMPLOYMENT_
2011,1,4413,5500
2011,1,4421,8250
2011,1,4422,6000
2011,1,4431,14000
2011,1,4441,11000
2011,1,4442,2750
2011,1,4451,57000
2011,1,4452,7500
2011,1,4453,5250
2011,1,4461,23500
2011,1,4471,6750
2011,1,4481,21500
2011,1,4482,3000
2011,1,4483,2750
2011,1,4511,10000
2011,1,4513,5500
2011,1,4521,19750
2011,1,4529,19250
2011,1,4531,0
2011,1,4532,4750
2011,1,4533,3750
2011,1,4539,10250
2011,1,4541,1500
2011,1,4542,750
2011,1,4543,5000
2011,1,4811,11000
2011,1,4812,3000
2011,1,4821,6750
2011,1,4831,5000
2011,1,4832,0
2011,1,4841,21500
2011,1,4842,11250
2011,1,4851,5750
2011,1,4852,0
2011,1,4853,5500
2011,1,4854,500
2011,1,4855,500
2011,1,4859,750
2011,1,4861,0
2011,1,4862,500
2011,1,4869,0
2011,1,4871,0
2011,1,4872,0
2011,1,4881,7000
2011,1,4882,750
2011,1,4883,4500
2011,1,4884,4000
2011,1,4885,6500
2011,1,4889,0
2011,1,4911,14250
2011,1,4921,6750
2011,1,4922,1250
2011,1,4931,7500
2011,1,5111,15500
2011,1,5112,2000
2011,1,5121,10000
2011,1,5122,500
2011,1,5151,1750
2011,1,5152,0
2011,1,5171,14000
2011,1,5172,1000
2011,1,5174,0
2011,1,5179,750
2011,1,5182,0
2011,1,5191,3000
2011,1,5221,35500
2011,1,5222,1750
2011,1,5223,4000
2011,1,5231,6000
2011,1,5232,0
2011,1,5239,15000
2011,1,5241,21250
2011,1,5242,11250
2011,1,5261,0
2011,1,5269,0
2011,1,5311,8500
2011,1,5312,16250
2011,1,5313,12000
2011,1,5321,5000
2011,1,5322,4250
2011,1,5323,0
2011,1,5324,3500
2011,1,5331,0
2011,1,5411,21250
2011,1,5412,23250
2011,1,5413,35250
2011,1,5414,9250
2011,1,5415,24500
2011,1,5416,16750
2011,1,5417,6500
2011,1,5418,6500
2011,1,5419,15500
2011,1,5511,500
2011,1,5611,1250
2011,1,5612,0
2011,1,5613,2750
2011,1,5614,7750
2011,1,5615,10500
2011,1,5616,10750
2011,1,5617,41750
2011,1,5619,7250
2011,1,5621,1000
2011,1,5622,2000
2011,1,5629,2000
2011,1,6111,85250
2011,1,6112,11750
2011,1,6113,39000
2011,1,6114,750
2011,1,6115,1000
2011,1,6116,16500
2011,1,6117,500
2011,1,6211,16750
2011,1,6212,20750
2011,1,6213,12250
2011,1,6214,7000
2011,1,6215,3750
2011,1,6216,7750
2011,1,6219,4750
2011,1,6220,89000
2011,1,6230,35500
2011,1,6241,37000
2011,1,6242,1250
2011,1,6243,5000
2011,1,6244,20000
2011,1,7111,6250
2011,1,7112,750
2011,1,7113,2000
2011,1,7114,750
2011,1,7115,12000
2011,1,7121,3000
2011,1,7131,500
2011,1,7132,8250
2011,1,7139,25250
2011,1,7211,30000
2011,1,7212,250
2011,1,7213,500
2011,1,7223,7250
2011,1,7224,8500
2011,1,7225,125500
2011,1,8111,18500
2011,1,8112,1500
2011,1,8113,5250
2011,1,8114,3750
2011,1,8121,25250
2011,1,8122,250
2011,1,8123,5500
2011,1,8129,6500
2011,1,8131,9250
2011,1,8132,500
2011,1,8133,1250
2011,1,8134,2750
2011,1,8139,6000
2011,1,8141,8750
2011,1,9110,39000
2011,1,9111,4750
2011,1,9120,29750
2011,1,9130,30000
2011,1,9141,1750
2011,1,9191,1250
2011,2,1100,250
2011,2,1111,0
2011,2,1112,750
2011,2,1113,2500
2011,2,1114,4250
2011,2,1119,2250
2011,2,1121,3750
2011,2,1122,0
2011,2,1123,500
2011,2,1124,0
2011,2,1125,1250
2011,2,1129,3250
2011,2,1132,0
2011,2,1133,6500
2011,2,1141,750
2011,2,1142,0
2011,2,1151,1000
2011,2,1152,3000
2011,2,1153,4750
2011,2,2100,2000
2011,2,2111,2250
2011,2,2121,6500
2011,2,2122,7250
2011,2,2123,1750
2011,2,2131,7500
2011,2,2211,9000
2011,2,2212,2000
2011,2,2213,1250
2011,2,2361,48500
2011,2,2362,7250
2011,2,2371,4750
2011,2,2372,7000
2011,2,2373,12250
2011,2,2379,3000
2011,2,2381,29000
2011,2,2382,40500
2011,2,2383,28000
2011,2,2389,8750
2011,2,3111,250
2011,2,3112,0
2011,2,3113,750
2011,2,3114,2000
2011,2,3115,0
2011,2,3116,2000
2011,2,3117,2000
2011,2,3118,8000
2011,2,3119,4750
2011,2,3121,9000
2011,2,3122,0
2011,2,3133,0
2011,2,3141,1000
2011,2,3149,1250
2011,2,3151,0
2011,2,3152,3000
2011,2,3159,0
2011,2,3161,0
2011,2,3162,0
2011,2,3169,0
2011,2,3211,20000
2011,2,3212,3000
2011,2,3219,12500
2011,2,3221,8500
2011,2,3222,750
2011,2,3231,3000
2011,2,3241,750
2011,2,3251,2000
2011,2,3252,0
2011,2,3253,750
2011,2,3254,1000
2011,2,3255,0
2011,2,3256,1250
2011,2,3259,1000
2011,2,3261,4000
2011,2,3262,0
2011,2,3271,250
2011,2,3272,2000
2011,2,3273,4500
2011,2,3274,250
2011,2,3279,500
2011,2,3311,0
2011,2,3312,250
2011,2,3313,2250
2011,2,3314,250
2011,2,3315,1750
2011,2,3321,0
2011,2,3322,0
2011,2,3323,5750
2011,2,3324,750
2011,2,3325,500
2011,2,3326,250
2011,2,3327,1250
2011,2,3328,250
2011,2,3329,1000
2011,2,3331,3250
2011,2,3332,750
2011,2,3333,1750
2011,2,3334,1500
2011,2,3335,1000
2011,2,3336,1250
2011,2,3339,500
2011,2,3341,1750
2011,2,3342,1250
2011,2,3343,0
2011,2,3344,1750
2011,2,3345,2250
2011,2,3346,0
2011,2,3351,250
2011,2,3352,0
2011,2,3353,250
2011,2,3359,500
2011,2,3361,500
2011,2,3362,2500
2011,2,3363,1500
2011,2,3364,2750
2011,2,3365,0
2011,2,3366,2750
2011,2,3369,0
2011,2,3371,2500
2011,2,3372,750
2011,2,3379,0
2011,2,3391,1250
2011,2,3399,9000
2011,2,4111,750
2011,2,4121,500
2011,2,4131,13750
2011,2,4132,1500
2011,2,4133,0
2011,2,4141,2250
2011,2,4142,1000
2011,2,4143,2500
2011,2,4144,4000
2011,2,4145,4500
2011,2,4151,2500
2011,2,4152,2250
2011,2,4153,0
2011,2,4161,4250
2011,2,4162,750
2011,2,4163,7250
2011,2,4171,2500
2011,2,4172,5250
2011,2,4173,4000
2011,2,4179,5000
2011,2,4181,5000
2011,2,4182,500
2011,2,4183,2500
2011,2,4184,4000
2011,2,4189,4000
2011,2,4191,0
2011,2,4411,24250
2011,2,4412,2750
2011,2,4413,5250
2011,2,4421,9000
2011,2,4422,5750
2011,2,4431,14750
2011,2,4441,12250
2011,2,4442,4000
2011,2,4451,59500
2011,2,4452,5250
2011,2,4453,5500
2011,2,4461,22000
2011,2,4471,7500
2011,2,4481,16500
2011,2,4482,1000
2011,2,4483,4000
2011,2,4511,9750
2011,2,4513,5250
2011,2,4521,16000
2011,2,4529,19750
2011,2,4531,1250
2011,2,4532,4500
2011,2,4533,4000
2011,2,4539,8000
2011,2,4541,2000
2011,2,4542,500
2011,2,4543,4750
2011,2,4811,9500
2011,2,4812,2750
2011,2,4821,6000
2011,2,4831,3250
2011,2,4832,0
2011,2,4841,24250
2011,2,4842,13250
2011,2,4851,8000
2011,2,4852,0
2011,2,4853,5000
2011,2,4854,0
2011,2,4855,250
2011,2,4859,750
2011,2,4861,0
2011,2,4862,0
2011,2,4869,0
2011,2,4871,0
2011,2,4872,250
2011,2,4881,6500
2011,2,4882,750
2011,2,4883,6250
2011,2,4884,5750
2011,2,4885,2000
2011,2,4889,0
2011,2,4911,12500
2011,2,4921,8250
2011,2,4922,1500
2011,2,4931,7250
2011,2,5111,15500
2011,2,5112,2500
2011,2,5121,9500
2011,2,5122,0
2011,2,5151,1750
2011,2,5152,0
2011,2,5171,17000
2011,2,5172,500
2011,2,5174,0
2011,2,5179,250
2011,2,5182,0
2011,2,5191,3500
2011,2,5221,31250
2011,2,5222,1750
2011,2,5223,4750
2011,2,5231,4750
2011,2,5232,0
2011,2,5239,17500
2011,2,5241,23250
2011,2,5242,13250
2011,2,5261,0
2011,2,5269,0
2011,2,5311,8000
2011,2,5312,19750
2011,2,5313,10000
2011,2,5321,2000
2011,2,5322,5000
2011,2,5323,0
2011,2,5324,3250
2011,2,5331,0
2011,2,5411,21750
2011,2,5412,26500
2011,2,5413,35000
2011,2,5414,7000
2011,2,5415,26000
2011,2,5416,16750
2011,2,5417,5250
2011,2,5418,5750
2011,2,5419,16500
2011,2,5511,2000
2011,2,5611,500
2011,2,5612,0
2011,2,5613,3750
2011,2,5614,10250
2011,2,5615,8000
2011,2,5616,14250
2011,2,5617,43250
2011,2,5619,6250
2011,2,5621,1000
2011,2,5622,750
2011,2,5629,1500
2011,2,6111,85250
2011,2,6112,13750
2011,2,6113,38750
2011,2,6114,250
2011,2,6115,1750
2011,2,6116,18250
2011,2,6117,1750
2011,2,6211,24750
2011,2,6212,20250
2011,2,6213,12250
2011,2,6214,7250
2011,2,6215,4750
2011,2,6216,6250
2011,2,6219,5750
2011,2,6220,90250
2011,2,6230,33750
2011,2,6241,37000
2011,2,6242,1250
2011,2,6243,4000
2011,2,6244,16500
2011,2,7111,3750
2011,2,7112,500
2011,2,7113,0
2011,2,7114,750
2011,2,7115,9250
2011,2,7121,3500
2011,2,7131,250
2011,2,7132,6750
2011,2,7139,26250
2011,2,7211,29250
2011,2,7212,750
2011,2,7213,0
2011,2,7223,7000
2011,2,7224,10250
2011,2,7225,120000
2011,2,8111,18000
2011,2,8112,2000
2011,2,8113,5250
2011,2,8114,2000
2011,2,8121,20500
2011,2,8122,500
2011,2,8123,5500
2011,2,8129,5750
2011,2,8131,9000
2011,2,8132,500
2011,2,8133,1250
2011,2,8134,3250
2011,2,8139,5500
2011,2,8141,9750
2011,2,9110,39500
2011,2,9111,5500
2011,2,9120,28500
2011,2,9130,31000
2011,2,9141,750
2011,2,9191,500
2011,3,1100,500
2011,3,1111,250
2011,3,1112,1000
2011,3,1113,2500
2011,3,1114,7250
2011,3,1119,1250
2011,3,1121,4250
2011,3,1122,0
2011,3,1123,500
2011,3,1124,0
2011,3,1125,250
2011,3,1129,3000
2011,3,1132,0
2011,3,1133,8500
2011,3,1141,1500
2011,3,1142,0
2011,3,1151,750
2011,3,1152,2250
2011,3,1153,4250
2011,3,2100,1500
2011,3,2111,3750
2011,3,2121,3500
2011,3,2122,7500
2011,3,2123,2000
2011,3,2131,7750
2011,3,2211,10000
2011,3,2212,2250
2011,3,2213,1250
2011,3,2361,41250
2011,3,2362,7750
2011,3,2371,6000
2011,3,2372,4500
2011,3,2373,11250
2011,3,2379,2250
2011,3,2381,30250
2011,3,2382,44250
2011,3,2383,28000
2011,3,2389,12250
2011,3,3111,0
2011,3,3112,0
2011,3,3113,500
2011,3,3114,2000
2011,3,3115,0
2011,3,3116,2750
2011,3,3117,1750
2011,3,3118,5750
2011,3,3119,8000
2011,3,3121,7750
2011,3,3122,0
2011,3,3133,0
2011,3,3141,500
2011,3,3149,1000
2011,3,3151,0
2011,3,3152,2500
2011,3,3159,0
2011,3,3161,0
2011,3,3162,0
2011,3,3169,0
2011,3,3211,21000
2011,3,3212,2000
2011,3,3219,10250
2011,3,3221,10250
2011,3,3222,0
2011,3,3231,3000
2011,3,3241,750
2011,3,3251,2500
2011,3,3252,0
2011,3,3253,750
2011,3,3254,1500
2011,3,3255,0
2011,3,3256,1000
2011,3,3259,500
2011,3,3261,5000
2011,3,3262,0
2011,3,3271,0
2011,3,3272,2000
2011,3,3273,5500
2011,3,3274,250
2011,3,3279,500
2011,3,3311,0
2011,3,3312,750
2011,3,3313,3000
2011,3,3314,0
2011,3,3315,1000
2011,3,3321,0
2011,3,3322,0
2011,3,3323,7500
2011,3,3324,750
2011,3,3325,500
2011,3,3326,0
2011,3,3327,1000
2011,3,3328,0
2011,3,3329,1750
2011,3,3331,3250
2011,3,3332,0
2011,3,3333,3000
2011,3,3334,1250
2011,3,3335,1000
2011,3,3336,750
2011,3,3339,500
2011,3,3341,1750
2011,3,3342,750
2011,3,3343,0
2011,3,3344,1750
2011,3,3345,2250
2011,3,3346,0
2011,3,3351,250
2011,3,3352,0
2011,3,3353,250
2011,3,3359,0
2011,3,3361,1000
2011,3,3362,1250
2011,3,3363,1500
2011,3,3364,2250
2011,3,3365,0
2011,3,3366,2500
2011,3,3369,0
2011,3,3371,3500
2011,3,3372,750
2011,3,3379,0
2011,3,3391,1250
2011,3,3399,9750
2011,3,4111,1750
2011,3,4121,750
2011,3,4131,13250
2011,3,4132,1250
2011,3,4133,250
2011,3,4141,2500
2011,3,4142,750
2011,3,4143,1250
2011,3,4144,4750
2011,3,4145,3000
2011,3,4151,2500
2011,3,4152,3000
2011,3,4153,0
2011,3,4161,3750
2011,3,4162,1250
2011,3,4163,6250
2011,3,4171,2500
2011,3,4172,3750
2011,3,4173,4500
2011,3,4179,6000
2011,3,4181,6250
2011,3,4182,0
2011,3,4183,2500
2011,3,4184,3500
2011,3,4189,6500
2011,3,4191,0
2011,3,4411,19750
2011,3,4412,2250
2011,3,4413,3250
2011,3,4421,8500
2011,3,4422,6750
2011,3,4431,13000
2011,3,4441,14500
2011,3,4442,2250
2011,3,4451,60500
2011,3,4452,5000
2011,3,4453,4000
2011,3,4461,23750
2011,3,4471,7500
2011,3,4481,17000
2011,3,4482,1500
2011,3,4483,5500
2011,3,4511,7500
2011,3,4513,4500
2011,3,4521,18000
2011,3,4529,23250
2011,3,4531,250
2011,3,4532,4250
2011,3,4533,2500
2011,3,4539,9250
2011,3,4541,1250
2011,3,4542,500
2011,3,4543,6000
2011,3,4811,8250
2011,3,4812,1500
2011,3,4821,7750
2011,3,4831,2750
2011,3,4832,0
2011,3,4841,21250
2011,3,4842,11250
2011,3,4851,10250
2011,3,4852,750
2011,3,4853,5750
2011,3,4854,0
2011,3,4855,750
2011,3,4859,1750
2011,3,4861,0
2011,3,4862,0
2011,3,4869,750
2011,3,4871,0
2011,3,4872,500
2011,3,4881,6000
2011,3,4882,0
2011,3,4883,6000
2011,3,4884,7000
2011,3,4885,2750
2011,3,4889,0
2011,3,4911,12750
2011,3,4921,7750
2011,3,4922,750
2011,3,4931,6250
2011,3,5111,14750
2011,3,5112,1750
2011,3,5121,7250
2011,3,5122,0
2011,3,5151,1500
2011,3,5152,0
2011,3,5171,18250
2011,3,5172,1250
2011,3,5174,0
2011,3,5179,250
2011,3,5182,0
2011,3,5191,3500
2011,3,5221,36250
2011,3,5222,1250
2011,3,5223,6750
2011,3,5231,4000
2011,3,5232,0
2011,3,5239,15750
2011,3,5241,21000
2011,3,5242,10500
2011,3,5261,0
2011,3,5269,0
2011,3,5311,9500
2011,3,5312,16000
2011,3,5313,14500
2011,3,5321,1500
2011,3,5322,3750
2011,3,5323,0
2011,3,5324,3750
2011,3,5331,0
2011,3,5411,27000
2011,3,5412,30000
2011,3,5413,36000
2011,3,5414,4500
2011,3,5415,29750
2011,3,5416,16250
2011,3,5417,6250
2011,3,5418,4500
2011,3,5419,17250
2011,3,5511,750
2011,3,5611,250
2011,3,5612,0
2011,3,5613,5250
2011,3,5614,9000
2011,3,5615,11500
2011,3,5616,14750
2011,3,5617,39750
2011,3,5619,6250
2011,3,5621,1250
2011,3,5622,500
2011,3,5629,1250
2011,3,6111,80000
2011,3,6112,11000
2011,3,6113,39000
2011,3,6114,1750
2011,3,6115,1500
2011,3,6116,20250
2011,3,6117,1750
2011,3,6211,24500
2011,3,6212,18750
2011,3,6213,11750
2011,3,6214,6500
2011,3,6215,6250
2011,3,6216,6500
2011,3,6219,6000
2011,3,6220,87500
2011,3,6230,34000
2011,3,6241,37500
2011,3,6242,1250
2011,3,6243,2250
2011,3,6244,18750
2011,3,7111,4250
2011,3,7112,750
2011,3,7113,0
2011,3,7114,1000
2011,3,7115,9500
2011,3,7121,2750
2011,3,7131,0
2011,3,7132,8750
2011,3,7139,27750
2011,3,7211,34500
2011,3,7212,1250
2011,3,7213,0
2011,3,7223,5750
2011,3,7224,7250
2011,3,7225,125000
2011,3,8111,19500
2011,3,8112,2250
2011,3,8113,8250
2011,3,8114,4000
2011,3,8121,21500
2011,3,8122,250
2011,3,8123,5000
2011,3,8129,5000
2011,3,8131,7250
2011,3,8132,500
2011,3,8133,1250
2011,3,8134,2250
2011,3,8139,7250
2011,3,8141,9000
2011,3,9110,38000
2011,3,9111,4250
2011,3,9120,27000
2011,3,9130,33750
2011,3,9141,1250
2011,3,9191,1250
2011,4,1100,250
2011,4,1111,500
2011,4,1112,1250
2011,4,1113,1000
2011,4,1114,8250
2011,4,1119,1000
2011,4,1121,4000
2011,4,1122,0
2011,4,1123,1000
2011,4,1124,0
2011,4,1125,1000
2011,4,1129,4250
2011,4,1132,0
2011,4,1133,6000
2011,4,1141,1500
2011,4,1142,0
2011,4,1151,250
2011,4,1152,2250
2011,4,1153,5000
2011,4,2100,3500
2011,4,2111,3000
2011,4,2121,4750
2011,4,2122,7000
2011,4,2123,2250
2011,4,2131,7500
2011,4,2211,9500
2011,4,2212,1750
2011,4,2213,1000
2011,4,2361,49250
2011,4,2362,10250
2011,4,2371,5250
2011,4,2372,3000
2011,4,2373,10750
2011,4,2379,3500
2011,4,2381,29750
2011,4,2382,42500
2011,4,2383,25000
2011,4,2389,14250
2011,4,3111,0
2011,4,3112,0
2011,4,3113,2000
2011,4,3114,2500
2011,4,3115,0
2011,4,3116,2500
2011,4,3117,2500
2011,4,3118,3000
2011,4,3119,7500
2011,4,3121,6250
2011,4,3122,0
2011,4,3133,0
2011,4,3141,1000
2011,4,3149,750
2011,4,3151,0
2011,4,3152,3500
2011,4,3159,0
2011,4,3161,0
2011,4,3162,0
2011,4,3169,0
2011,4,3211,25000
2011,4,3212,3000
2011,4,3219,11500
2011,4,3221,9750
2011,4,3222,0
2011,4,3231,5500
2011,4,3241,500
2011,4,3251,2250
2011,4,3252,0
2011,4,3253,500
2011,4,3254,1250
2011,4,3255,0
2011,4,3256,1000
2011,4,3259,500
2011,4,3261,3750
2011,4,3262,0
2011,4,3271,0
2011,4,3272,1500
2011,4,3273,3250
2011,4,3274,500
2011,4,3279,2250
2011,4,3311,500
2011,4,3312,500
2011,4,3313,2000
2011,4,3314,0
2011,4,3315,1750
2011,4,3321,0
2011,4,3322,0
2011,4,3323,7000
2011,4,3324,0
2011,4,3325,500
2011,4,3326,0
2011,4,3327,2000
2011,4,3328,0
2011,4,3329,3000
2011,4,3331,2500
2011,4,3332,0
2011,4,3333,1250
2011,4,3334,250
2011,4,3335,750
2011,4,3336,250
2011,4,3339,2000
2011,4,3341,3250
2011,4,3342,500
2011,4,3343,0
2011,4,3344,2250
2011,4,3345,3000
2011,4,3346,0
2011,4,3351,0
2011,4,3352,0
2011,4,3353,0
2011,4,3359,750
2011,4,3361,1000
2011,4,3362,1750
2011,4,3363,1750
2011,4,3364,2000
2011,4,3365,0
2011,4,3366,2500
2011,4,3369,0
2011,4,3371,2000
2011,4,3372,0
2011,4,3379,0
2011,4,3391,3500
2011,4,3399,8750
2011,4,4111,1500
2011,4,4121,1000
2011,4,4131,9250
2011,4,4132,2500
2011,4,4133,250
2011,4,4141,2250
2011,4,4142,750
2011,4,4143,1250
2011,4,4144,3500
2011,4,4145,3750
2011,4,4151,750
2011,4,4152,3500
2011,4,4153,0
2011,4,4161,1750
2011,4,4162,500
2011,4,4163,7250
2011,4,4171,1250
2011,4,4172,5750
2011,4,4173,3250
2011,4,4179,6750
2011,4,4181,2500
2011,4,4182,500
2011,4,4183,2000
2011,4,4184,1750
2011,4,4189,6000
2011,4,4191,0
2011,4,4411,18250
2011,4,4412,4000
2011,4,4413,5000
2011,4,4421,6000
2011,4,4422,6000
2011,4,4431,12000
2011,4,4441,16250
2011,4,4442,1500
2011,4,4451,65750
2011,4,4452,5250
2011,4,4453,6250
2011,4,4461,22000
2011,4,4471,8500
2011,4,4481,18750
2011,4,4482,750
2011,4,4483,4500
2011,4,4511,8500
2011,4,4513,5250
2011,4,4521,16000
2011,4,4529,22000
2011,4,4531,750
2011,4,4532,3250
2011,4,4533,2500
2011,4,4539,9000
2011,4,4541,1250
2011,4,4542,1000
2011,4,4543,7500
2011,4,4811,10000
2011,4,4812,1750
2011,4,4821,7500
2011,4,4831,1500
2011,4,4832,0
2011,4,4841,19500
2011,4,4842,13250
2011,4,4851,9750
2011,4,4852,500
2011,4,4853,5000
2011,4,4854,1000
2011,4,4855,500
2011,4,4859,500
2011,4,4861,0
2011,4,4862,0
2011,4,4869,0
2011,4,4871,0
2011,4,4872,1000
2011,4,4881,9250
2011,4,4882,250
2011,4,4883,5000
2011,4,4884,7250
2011,4,4885,3750
2011,4,4889,0
2011,4,4911,10000
2011,4,4921,6750
2011,4,4922,500
2011,4,4931,7750
2011,4,5111,10000
2011,4,5112,3250
2011,4,5121,6750
2011,4,5122,1000
2011,4,5151,2750
2011,4,5152,0
2011,4,5171,18250
2011,4,5172,750
2011,4,5174,0
2011,4,5179,750
2011,4,5182,0
2011,4,5191,2750
2011,4,5221,33500
2011,4,5222,750
2011,4,5223,3750
2011,4,5231,5500
2011,4,5232,0
2011,4,5239,13000
2011,4,5241,21250
2011,4,5242,7500
2011,4,5261,0
2011,4,5269,0
2011,4,5311,11250
2011,4,5312,18250
2011,4,5313,15250
2011,4,5321,1750
2011,4,5322,6000
2011,4,5323,0
2011,4,5324,3500
2011,4,5331,0
2011,4,5411,23000
2011,4,5412,30500
2011,4,5413,34750
2011,4,5414,8750
2011,4,5415,35250
2011,4,5416,19000
2011,4,5417,4000
2011,4,5418,8250
2011,4,5419,13000
2011,4,5511,500
2011,4,5611,250
2011,4,5612,0
2011,4,5613,6250
2011,4,5614,8000
2011,4,5615,12250
2011,4,5616,15250
2011,4,5617,40750
2011,4,5619,6250
2011,4,5621,2000
2011,4,5622,1500
2011,4,5629,1500
2011,4,6111,88750
2011,4,6112,10500
2011,4,6113,30500
2011,4,6114,1000
2011,4,6115,1000
2011,4,6116,23000
2011,4,6117,1250
2011,4,6211,29500
2011,4,6212,15500
2011,4,6213,11250
2011,4,6214,7500
2011,4,6215,5250
2011,4,6216,4750
2011,4,6219,6000
2011,4,6220,87000
2011,4,6230,36250
2011,4,6241,34250
2011,4,6242,1000
2011,4,6243,1750
2011,4,6244,16500
2011,4,7111,4500
2011,4,7112,250
2011,4,7113,750
2011,4,7114,750
2011,4,7115,12000
2011,4,7121,5250
2011,4,7131,750
2011,4,7132,6000
2011,4,7139,27750
2011,4,7211,32500
2011,4,7212,3250
2011,4,7213,0
2011,4,7223,5750
2011,4,7224,3500
2011,4,7225,135750
2011,4,8111,17250
2011,4,8112,1500
2011,4,8113,10250
2011,4,8114,4000
2011,4,8121,20500
2011,4,8122,500
2011,4,8123,6000
2011,4,8129,7000
2011,4,8131,7000
2011,4,8132,1000
2011,4,8133,500
2011,4,8134,1500
2011,4,8139,5000
2011,4,8141,12250
2011,4,9110,42500
2011,4,9111,5000
2011,4,9120,24250
2011,4,9130,33500
2011,4,9141,1000
2011,4,9191,500
2011,5,1100,750
2011,5,1111,250
2011,5,1112,500
2011,5,1113,1750
2011,5,1114,9250
2011,5,1119,1000
2011,5,1121,3750
2011,5,1122,0
2011,5,1123,500
2011,5,1124,0
2011,5,1125,1250
2011,5,1129,4000
2011,5,1132,0
2011,5,1133,5750
2011,5,1141,1750
2011,5,1142,0
2011,5,1151,0
2011,5,1152,2000
2011,5,1153,8250
2011,5,2100,2500
2011,5,2111,5000
2011,5,2121,4250
2011,5,2122,5500
2011,5,2123,3000
2011,5,2131,5500
2011,5,2211,10250
2011,5,2212,1750
2011,5,2213,1000
2011,5,2361,49000
2011,5,2362,10750
2011,5,2371,4750
2011,5,2372,4500
2011,5,2373,10250
2011,5,2379,4000
2011,5,2381,33250
2011,5,2382,39250
2011,5,2383,29500
2011,5,2389,13000
2011,5,3111,0
2011,5,3112,0
2011,5,3113,750
2011,5,3114,2000
2011,5,3115,250
2011,5,3116,4000
2011,5,3117,2750
2011,5,3118,4500
2011,5,3119,6750
2011,5,3121,6250
2011,5,3122,0
2011,5,3133,0
2011,5,3141,750
2011,5,3149,750
2011,5,3151,0
2011,5,3152,4750
2011,5,3159,0
2011,5,3161,0
2011,5,3162,750
2011,5,3169,0
2011,5,3211,21500
2011,5,3212,2750
2011,5,3219,7750
2011,5,3221,8750
2011,5,3222,250
2011,5,3231,7250
2011,5,3241,750
2011,5,3251,2000
2011,5,3252,0
2011,5,3253,500
