SYEAR,SMTH,NAICS,_EMPLOYMENT_
2011,1,Motion picture and sound recording industries[512],10500
2011,1,Motor vehicle and motor vehicle parts and accessories merchant wholesalers[415],6250
2011,1,Motor vehicle and parts dealers[441],28500
2011,1,Non-metallic mineral product manufacturing[327],4000
2011,1,Non-store retailers[454],6750
2011,1,Nursing and residential care facilities[623],35500
2011,1,Oil and gas extraction[211],2000
2011,1,Other,2250
2011,1,Other information services[519],3250
2011,1,Paper manufacturing[322],9750
2011,1,"Performing arts, spectator sports and related industries[711]",21500
2011,1,Personal and household goods merchant wholesalers[414],10000
2011,1,Personal and laundry services[812],38000
2011,1,Petroleum and coal product manufacturing[324],250
2011,1,Petroleum and petroleum products merchant wholesalers[412],500
2011,1,Pipeline transportation[486],500
2011,1,Plastics and rubber products manufacturing[326],4500
2011,1,Postal service[491],14000
2011,1,Primary metal manufacturing[331],7250
2011,1,Printing and related support activities[323],4750
2011,1,Private households[814],8500
2011,1,"Professional, scientific and technical services[541]",159000
2011,1,Provincial and territorial public administration[912],30000
2011,1,Publishing industries[511],17500
2011,1,Rail transportation[482],6750
2011,1,Real estate[531],36750
2011,1,"Religious, grant-making, civic, and professional and similar organizations[813]",19500
2011,1,Rental and leasing services[532],12500
2011,1,Repair and maintenance[811],28500
2011,1,Scenic and sightseeing transportation[487],0
2011,1,"Securities, commodity contracts, and other financial investment and related acti",21000
2011,1,Social assistance[624],63250
2011,1,Specialty trade contractors[238],102500
2011,1,"Sporting goods, hobby, book and music stores[451]",15750
2011,1,Support activities for agriculture and forestry[115],7250
2011,1,"Support activities for mining, and oil and gas extraction[213]",7500
2011,1,Support activities for transportation[488],23000
2011,1,Telecommunications[517],16000
2011,1,Textile mills[313],0
2011,1,Textile product mills[314],1000
2011,1,Transit and ground passenger transportation[485],12750
2011,1,Transportation equipment manufacturing[336],7500
2011,1,Truck transportation[484],33000
2011,1,Utilities[221],10500
2011,1,Warehousing and storage[493],7250
2011,1,Waste management and remediation services[562],5250
2011,1,Water transportation[483],5000
2011,1,Wood product manufacturing[321],34000
2011,2,Aboriginal public administration[914],1000
2011,2,Accommodation services[721],30000
2011,2,Administrative and support services[561],86500
2011,2,Air transportation[481],12250
2011,2,Ambulatory health care services[621],81250
2011,2,"Amusement, gambling and recreation industries[713]",33250
2011,2,Animal production and aquaculture[112],8500
2011,2,Beverage and tobacco product manufacturing[312],9000
2011,2,Broadcasting (except Internet)[515],2000
2011,2,Building material and garden equipment and supplies dealers[444],16000
2011,2,Building material and supplies merchant wholesalers[416],12250
2011,2,"Business-to-business electronic markets, and agents and brokers[419]",0
2011,2,Chemical manufacturing[325],5750
2011,2,Clothing and clothing accessories stores[448],21750
2011,2,Clothing manufacturing[315],2750
2011,2,Computer and electronic product manufacturing[334],7000
2011,2,Construction of buildings[236],55750
2011,2,Couriers and messengers[492],9500
2011,2,Credit intermediation and related activities[522],37750
2011,2,Crop production[111],9750
2011,2,"Data processing, hosting, and related services[518]",0
2011,2,Educational services[611],159250
2011,2,"Electrical equipment, appliance and component manufacturing[335]",1000
2011,2,Electronics and appliance stores[443],14500
2011,2,Fabricated metal product manufacturing[332],9750
2011,2,Farm product merchant wholesalers[411],750
2011,2,Federal government public administration[911],45250
2011,2,"Fishing, hunting and trapping[114]",750
2011,2,Food and beverage stores[445],70250
2011,2,Food manufacturing[311],19500
2011,2,Food services and drinking places[722],137000
2011,2,"Food, beverage and tobacco merchant wholesalers[413]",15750
2011,2,Forestry and logging[113],6500
2011,2,Funds and other financial vehicles[526],0
2011,2,Furniture and home furnishings stores[442],14750
2011,2,Furniture and related product manufacturing[337],3500
2011,2,Gasoline stations[447],7500
2011,2,General merchandise stores[452],35750
2011,2,Health and personal care stores[446],22250
2011,2,Heavy and civil engineering construction[237],26750
2011,2,Heritage institutions[712],3500
2011,2,Hospitals[622],90250
2011,2,Insurance carriers and related activities[524],36500
2011,2,International and other extra-territorial public administration[919],750
2011,2,Leather and allied product manufacturing[316],0
2011,2,Lessors of non-financial intangible assets (except copyrighted works)[533],0
2011,2,"Local, municipal and regional public administration[913]",30750
2011,2,Machinery manufacturing[333],10000
2011,2,"Machinery, equipment and supplies merchant wholesalers[417]",16500
2011,2,Management of companies and enterprises[551],2000
2011,2,Mining and quarrying (except oil and gas)[212],15250
2011,2,Miscellaneous manufacturing[339],10250
2011,2,Miscellaneous merchant wholesalers[418],16250
2011,2,Miscellaneous store retailers[453],17500
2011,2,Motion picture and sound recording industries[512],9500
2011,2,Motor vehicle and motor vehicle parts and accessories merchant wholesalers[415],4750
2011,2,Motor vehicle and parts dealers[441],32500
2011,2,Non-metallic mineral product manufacturing[327],8000
2011,2,Non-store retailers[454],7250
2011,2,Nursing and residential care facilities[623],33750
2011,2,Oil and gas extraction[211],2000
2011,2,Other,2250
2011,2,Other information services[519],3500
2011,2,Paper manufacturing[322],9000
2011,2,"Performing arts, spectator sports and related industries[711]",14500
2011,2,Personal and household goods merchant wholesalers[414],14000
2011,2,Personal and laundry services[812],32500
2011,2,Petroleum and coal product manufacturing[324],750
2011,2,Petroleum and petroleum products merchant wholesalers[412],500
2011,2,Pipeline transportation[486],0
2011,2,Plastics and rubber products manufacturing[326],4000
2011,2,Postal service[491],12250
2011,2,Primary metal manufacturing[331],4000
2011,2,Printing and related support activities[323],3250
2011,2,Private households[814],9500
2011,2,"Professional, scientific and technical services[541]",161000
2011,2,Provincial and territorial public administration[912],28500
2011,2,Publishing industries[511],18000
2011,2,Rail transportation[482],5750
2011,2,Real estate[531],37750
2011,2,"Religious, grant-making, civic, and professional and similar organizations[813]",19500
2011,2,Rental and leasing services[532],10000
2011,2,Repair and maintenance[811],27250
2011,2,Scenic and sightseeing transportation[487],250
2011,2,"Securities, commodity contracts, and other financial investment and related acti",22250
2011,2,Social assistance[624],58500
2011,2,Specialty trade contractors[238],106000
2011,2,"Sporting goods, hobby, book and music stores[451]",15000
2011,2,Support activities for agriculture and forestry[115],8750
2011,2,"Support activities for mining, and oil and gas extraction[213]",7500
2011,2,Support activities for transportation[488],22000
2011,2,Telecommunications[517],18250
2011,2,Textile mills[313],0
2011,2,Textile product mills[314],2250
2011,2,Transit and ground passenger transportation[485],14000
2011,2,Transportation equipment manufacturing[336],10250
2011,2,Truck transportation[484],37500
2011,2,Utilities[221],12250
2011,2,Warehousing and storage[493],7250
2011,2,Waste management and remediation services[562],3500
2011,2,Water transportation[483],3500
2011,2,Wood product manufacturing[321],35250
2011,3,Aboriginal public administration[914],1000
2011,3,Accommodation services[721],36250
2011,3,Administrative and support services[561],87000
2011,3,Air transportation[481],10000
2011,3,Ambulatory health care services[621],80500
2011,3,"Amusement, gambling and recreation industries[713]",36750
2011,3,Animal production and aquaculture[112],8000
2011,3,Beverage and tobacco product manufacturing[312],7750
2011,3,Broadcasting (except Internet)[515],1250
2011,3,Building material and garden equipment and supplies dealers[444],17000
2011,3,Building material and supplies merchant wholesalers[416],11000
2011,3,"Business-to-business electronic markets, and agents and brokers[419]",0
2011,3,Chemical manufacturing[325],6000
2011,3,Clothing and clothing accessories stores[448],24000
2011,3,Clothing manufacturing[315],2500
2011,3,Computer and electronic product manufacturing[334],6250
2011,3,Construction of buildings[236],49250
2011,3,Couriers and messengers[492],8500
2011,3,Credit intermediation and related activities[522],44000
2011,3,Crop production[111],12000
2011,3,"Data processing, hosting, and related services[518]",0
2011,3,Educational services[611],155500
2011,3,"Electrical equipment, appliance and component manufacturing[335]",500
2011,3,Electronics and appliance stores[443],13250
2011,3,Fabricated metal product manufacturing[332],11500
2011,3,Farm product merchant wholesalers[411],1750
2011,3,Federal government public administration[911],42250
2011,3,"Fishing, hunting and trapping[114]",1750
2011,3,Food and beverage stores[445],69750
2011,3,Food manufacturing[311],20500
2011,3,Food services and drinking places[722],137750
2011,3,"Food, beverage and tobacco merchant wholesalers[413]",14500
2011,3,Forestry and logging[113],8500
2011,3,Funds and other financial vehicles[526],0
2011,3,Furniture and home furnishings stores[442],15250
2011,3,Furniture and related product manufacturing[337],4000
2011,3,Gasoline stations[447],7750
2011,3,General merchandise stores[452],41000
2011,3,Health and personal care stores[446],23750
2011,3,Heavy and civil engineering construction[237],24000
2011,3,Heritage institutions[712],2750
2011,3,Hospitals[622],87250
2011,3,Insurance carriers and related activities[524],31250
2011,3,International and other extra-territorial public administration[919],1000
2011,3,Leather and allied product manufacturing[316],0
2011,3,Lessors of non-financial intangible assets (except copyrighted works)[533],0
2011,3,"Local, municipal and regional public administration[913]",34000
2011,3,Machinery manufacturing[333],9500
2011,3,"Machinery, equipment and supplies merchant wholesalers[417]",17000
2011,3,Management of companies and enterprises[551],500
2011,3,Mining and quarrying (except oil and gas)[212],13000
2011,3,Miscellaneous manufacturing[339],11000
2011,3,Miscellaneous merchant wholesalers[418],18500
2011,3,Miscellaneous store retailers[453],16250
2011,3,Motion picture and sound recording industries[512],7500
2011,3,Motor vehicle and motor vehicle parts and accessories merchant wholesalers[415],5500
2011,3,Motor vehicle and parts dealers[441],25000
2011,3,Non-metallic mineral product manufacturing[327],8500
2011,3,Non-store retailers[454],7750
2011,3,Nursing and residential care facilities[623],34000
2011,3,Oil and gas extraction[211],3750
2011,3,Other,2250
2011,3,Other information services[519],3500
2011,3,Paper manufacturing[322],10500
2011,3,"Performing arts, spectator sports and related industries[711]",15500
2011,3,Personal and household goods merchant wholesalers[414],12250
2011,3,Personal and laundry services[812],31500
2011,3,Petroleum and coal product manufacturing[324],750
2011,3,Petroleum and petroleum products merchant wholesalers[412],500
2011,3,Pipeline transportation[486],500
2011,3,Plastics and rubber products manufacturing[326],5250
2011,3,Postal service[491],12750
2011,3,Primary metal manufacturing[331],4750
2011,3,Printing and related support activities[323],3000
2011,3,Private households[814],9000
2011,3,"Professional, scientific and technical services[541]",171250
2011,3,Provincial and territorial public administration[912],26750
2011,3,Publishing industries[511],16250
2011,3,Rail transportation[482],7750
2011,3,Real estate[531],40000
2011,3,"Religious, grant-making, civic, and professional and similar organizations[813]",18750
2011,3,Rental and leasing services[532],9250
2011,3,Repair and maintenance[811],34250
2011,3,Scenic and sightseeing transportation[487],750
2011,3,"Securities, commodity contracts, and other financial investment and related acti",20000
2011,3,Social assistance[624],59750
2011,3,Specialty trade contractors[238],114750
2011,3,"Sporting goods, hobby, book and music stores[451]",11750
2011,3,Support activities for agriculture and forestry[115],7500
2011,3,"Support activities for mining, and oil and gas extraction[213]",8000
2011,3,Support activities for transportation[488],21750
2011,3,Telecommunications[517],19750
2011,3,Textile mills[313],0
2011,3,Textile product mills[314],1500
2011,3,Transit and ground passenger transportation[485],19000
2011,3,Transportation equipment manufacturing[336],8750
2011,3,Truck transportation[484],32750
2011,3,Utilities[221],13000
2011,3,Warehousing and storage[493],6500
2011,3,Waste management and remediation services[562],3000
2011,3,Water transportation[483],2500
2011,3,Wood product manufacturing[321],33500
2011,4,Aboriginal public administration[914],1000
2011,4,Accommodation services[721],36000
2011,4,Administrative and support services[561],89250
2011,4,Air transportation[481],11500
2011,4,Ambulatory health care services[621],79500
2011,4,"Amusement, gambling and recreation industries[713]",34750
2011,4,Animal production and aquaculture[112],10750
2011,4,Beverage and tobacco product manufacturing[312],6500
2011,4,Broadcasting (except Internet)[515],2750
2011,4,Building material and garden equipment and supplies dealers[444],17750
2011,4,Building material and supplies merchant wholesalers[416],9500
2011,4,"Business-to-business electronic markets, and agents and brokers[419]",0
2011,4,Chemical manufacturing[325],5750
2011,4,Clothing and clothing accessories stores[448],23500
2011,4,Clothing manufacturing[315],3750
2011,4,Computer and electronic product manufacturing[334],8750
2011,4,Construction of buildings[236],59000
2011,4,Couriers and messengers[492],7250
2011,4,Credit intermediation and related activities[522],38500
2011,4,Crop production[111],12250
2011,4,"Data processing, hosting, and related services[518]",0
2011,4,Educational services[611],156000
2011,4,"Electrical equipment, appliance and component manufacturing[335]",1000
2011,4,Electronics and appliance stores[443],12000
2011,4,Fabricated metal product manufacturing[332],12750
2011,4,Farm product merchant wholesalers[411],1500
2011,4,Federal government public administration[911],47500
2011,4,"Fishing, hunting and trapping[114]",1250
2011,4,Food and beverage stores[445],77250
2011,4,Food manufacturing[311],20250
2011,4,Food services and drinking places[722],144750
2011,4,"Food, beverage and tobacco merchant wholesalers[413]",12000
2011,4,Forestry and logging[113],6000
2011,4,Funds and other financial vehicles[526],0
2011,4,Furniture and home furnishings stores[442],12000
2011,4,Furniture and related product manufacturing[337],1750
2011,4,Gasoline stations[447],8500
2011,4,General merchandise stores[452],37750
2011,4,Health and personal care stores[446],22000
2011,4,Heavy and civil engineering construction[237],22750
2011,4,Heritage institutions[712],5250
2011,4,Hospitals[622],87000
2011,4,Insurance carriers and related activities[524],28750
2011,4,International and other extra-territorial public administration[919],500
2011,4,Leather and allied product manufacturing[316],0
2011,4,Lessors of non-financial intangible assets (except copyrighted works)[533],0
2011,4,"Local, municipal and regional public administration[913]",33500
2011,4,Machinery manufacturing[333],7000
2011,4,"Machinery, equipment and supplies merchant wholesalers[417]",16500
2011,4,Management of companies and enterprises[551],500
2011,4,Mining and quarrying (except oil and gas)[212],13750
2011,4,Miscellaneous manufacturing[339],12250
2011,4,Miscellaneous merchant wholesalers[418],12500
2011,4,Miscellaneous store retailers[453],15500
2011,4,Motion picture and sound recording industries[512],7750
2011,4,Motor vehicle and motor vehicle parts and accessories merchant wholesalers[415],4500
2011,4,Motor vehicle and parts dealers[441],27500
2011,4,Non-metallic mineral product manufacturing[327],7750
2011,4,Non-store retailers[454],10000
2011,4,Nursing and residential care facilities[623],36250
2011,4,Oil and gas extraction[211],3000
2011,4,Other,3500
2011,4,Other information services[519],2750
2011,4,Paper manufacturing[322],9750
2011,4,"Performing arts, spectator sports and related industries[711]",18250
2011,4,Personal and household goods merchant wholesalers[414],11750
2011,4,Personal and laundry services[812],34000
2011,4,Petroleum and coal product manufacturing[324],500
2011,4,Petroleum and petroleum products merchant wholesalers[412],1000
2011,4,Pipeline transportation[486],0
2011,4,Plastics and rubber products manufacturing[326],3750
2011,4,Postal service[491],10000
2011,4,Primary metal manufacturing[331],4500
2011,4,Printing and related support activities[323],5500
2011,4,Private households[814],12250
2011,4,"Professional, scientific and technical services[541]",175750
2011,4,Provincial and territorial public administration[912],24000
2011,4,Publishing industries[511],13250
2011,4,Rail transportation[482],7500
2011,4,Real estate[531],45250
2011,4,"Religious, grant-making, civic, and professional and similar organizations[813]",14750
2011,4,Rental and leasing services[532],11000
2011,4,Repair and maintenance[811],33250
2011,4,Scenic and sightseeing transportation[487],750
2011,4,"Securities, commodity contracts, and other financial investment and related acti",18750
2011,4,Social assistance[624],53500
2011,4,Specialty trade contractors[238],111500
2011,4,"Sporting goods, hobby, book and music stores[451]",13750
2011,4,Support activities for agriculture and forestry[115],7500
2011,4,"Support activities for mining, and oil and gas extraction[213]",7500
2011,4,Support activities for transportation[488],25500
2011,4,Telecommunications[517],19500
2011,4,Textile mills[313],0
2011,4,Textile product mills[314],2000
2011,4,Transit and ground passenger transportation[485],17250
2011,4,Transportation equipment manufacturing[336],9250
2011,4,Truck transportation[484],32750
2011,4,Utilities[221],12500
2011,4,Warehousing and storage[493],8000
2011,4,Waste management and remediation services[562],4750
2011,4,Water transportation[483],1500
2011,4,Wood product manufacturing[321],39000
2011,5,Aboriginal public administration[914],1500
2011,5,Accommodation services[721],45500
2011,5,Administrative and support services[561],96000
2011,5,Air transportation[481],14750
2011,5,Ambulatory health care services[621],74250
2011,5,"Amusement, gambling and recreation industries[713]",37250
2011,5,Animal production and aquaculture[112],9250
2011,5,Beverage and tobacco product manufacturing[312],6250
2011,5,Broadcasting (except Internet)[515],2750
2011,5,Building material and garden equipment and supplies dealers[444],16250
2011,5,Building material and supplies merchant wholesalers[416],12000
2011,5,"Business-to-business electronic markets, and agents and brokers[419]",0
2011,5,Chemical manufacturing[325],3750
2011,5,Clothing and clothing accessories stores[448],22500
2011,5,Clothing manufacturing[315],4750
2011,5,Computer and electronic product manufacturing[334],7000
2011,5,Construction of buildings[236],59750
2011,5,Couriers and messengers[492],6250
2011,5,Credit intermediation and related activities[522],31250
2011,5,Crop production[111],12500
2011,5,"Data processing, hosting, and related services[518]",0
2011,5,Educational services[611],159500
2011,5,"Electrical equipment, appliance and component manufacturing[335]",750
2011,5,Electronics and appliance stores[443],11000
2011,5,Fabricated metal product manufacturing[332],12750
2011,5,Farm product merchant wholesalers[411],1250
2011,5,Federal government public administration[911],49000
2011,5,"Fishing, hunting and trapping[114]",1750
2011,5,Food and beverage stores[445],73750
2011,5,Food manufacturing[311],21250
2011,5,Food services and drinking places[722],144250
2011,5,"Food, beverage and tobacco merchant wholesalers[413]",12250
2011,5,Forestry and logging[113],5500
2011,5,Funds and other financial vehicles[526],0
2011,5,Furniture and home furnishings stores[442],10000
2011,5,Furniture and related product manufacturing[337],2500
2011,5,Gasoline stations[447],9000
2011,5,General merchandise stores[452],42000
2011,5,Health and personal care stores[446],21500
2011,5,Heavy and civil engineering construction[237],23750
2011,5,Heritage institutions[712],6500
2011,5,Hospitals[622],83750
2011,5,Insurance carriers and related activities[524],28750
2011,5,International and other extra-territorial public administration[919],750
2011,5,Leather and allied product manufacturing[316],500
2011,5,Lessors of non-financial intangible assets (except copyrighted works)[533],0
2011,5,"Local, municipal and regional public administration[913]",35750
2011,5,Machinery manufacturing[333],6250
2011,5,"Machinery, equipment and supplies merchant wholesalers[417]",19500
2011,5,Management of companies and enterprises[551],0
2011,5,Mining and quarrying (except oil and gas)[212],12500
2011,5,Miscellaneous manufacturing[339],15250
2011,5,Miscellaneous merchant wholesalers[418],13250
2011,5,Miscellaneous store retailers[453],16000
2011,5,Motion picture and sound recording industries[512],11750
2011,5,Motor vehicle and motor vehicle parts and accessories merchant wholesalers[415],5500
2011,5,Motor vehicle and parts dealers[441],29000
2011,5,Non-metallic mineral product manufacturing[327],10000
2011,5,Non-store retailers[454],9000
2011,5,Nursing and residential care facilities[623],39000
2011,5,Oil and gas extraction[211],5250
2011,5,Other,3250
2011,5,Other information services[519],2000
2011,5,Paper manufacturing[322],8750
2011,5,"Performing arts, spectator sports and related industries[711]",18250
2011,5,Personal and household goods merchant wholesalers[414],14000
2011,5,Personal and laundry services[812],32250
2011,5,Petroleum and coal product manufacturing[324],500
2011,5,Petroleum and petroleum products merchant wholesalers[412],1250
2011,5,Pipeline transportation[486],0
2011,5,Plastics and rubber products manufacturing[326],4750
2011,5,Postal service[491],7000
2011,5,Primary metal manufacturing[331],6250
2011,5,Printing and related support activities[323],7250
2011,5,Private households[814],12750
2011,5,"Professional, scientific and technical services[541]",177000
2011,5,Provincial and territorial public administration[912],20000
2011,5,Publishing industries[511],14750
2011,5,Rail transportation[482],8500
2011,5,Real estate[531],49500
2011,5,"Religious, grant-making, civic, and professional and similar organizations[813]",16750
2011,5,Rental and leasing services[532],11250
2011,5,Repair and maintenance[811],35500
2011,5,Scenic and sightseeing transportation[487],750
2011,5,"Securities, commodity contracts, and other financial investment and related acti",17500
2011,5,Social assistance[624],55750
2011,5,Specialty trade contractors[238],114750
2011,5,"Sporting goods, hobby, book and music stores[451]",15000
2011,5,Support activities for agriculture and forestry[115],10250
2011,5,"Support activities for mining, and oil and gas extraction[213]",5500
2011,5,Support activities for transportation[488],22750
2011,5,Telecommunications[517],15750
2011,5,Textile mills[313],0
2011,5,Textile product mills[314],1500
2011,5,Transit and ground passenger transportation[485],19250
2011,5,Transportation equipment manufacturing[336],7000
2011,5,Truck transportation[484],32250
2011,5,Utilities[221],12750
2011,5,Warehousing and storage[493],7500
2011,5,Waste management and remediation services[562],4500
2011,5,Water transportation[483],2000
2011,5,Wood product manufacturing[321],32250
2011,6,Aboriginal public administration[914],1500
2011,6,Accommodation services[721],42000
2011,6,Administrative and support services[561],95250
2011,6,Air transportation[481],15750
2011,6,Ambulatory health care services[621],72500
2011,6,"Amusement, gambling and recreation industries[713]",38000
2011,6,Animal production and aquaculture[112],8250
2011,6,Beverage and tobacco product manufacturing[312],6250
2011,6,Broadcasting (except Internet)[515],2000
2011,6,Building material and garden equipment and supplies dealers[444],18000
2011,6,Building material and supplies merchant wholesalers[416],11750
2011,6,"Business-to-business electronic markets, and agents and brokers[419]",0
2011,6,Chemical manufacturing[325],2000
2011,6,Clothing and clothing accessories stores[448],28000
2011,6,Clothing manufacturing[315],5750
2011,6,Computer and electronic product manufacturing[334],4500
2011,6,Construction of buildings[236],57250
2011,6,Couriers and messengers[492],6250
2011,6,Credit intermediation and related activities[522],30500
2011,6,Crop production[111],14250
2011,6,"Data processing, hosting, and related services[518]",0
2011,6,Educational services[611],161500
2011,6,"Electrical equipment, appliance and component manufacturing[335]",750
2011,6,Electronics and appliance stores[443],12250
2011,6,Fabricated metal product manufacturing[332],13750
2011,6,Farm product merchant wholesalers[411],1750
2011,6,Federal government public administration[911],47500
2011,6,"Fishing, hunting and trapping[114]",1250
2011,6,Food and beverage stores[445],77000
2011,6,Food manufacturing[311],20500
2011,6,Food services and drinking places[722],148750
2011,6,"Food, beverage and tobacco merchant wholesalers[413]",11500
2011,6,Forestry and logging[113],8500
2011,6,Funds and other financial vehicles[526],0
2011,6,Furniture and home furnishings stores[442],10750
2011,6,Furniture and related product manufacturing[337],3250
2011,6,Gasoline stations[447],7000
2011,6,General merchandise stores[452],41750
2011,6,Health and personal care stores[446],21750
2011,6,Heavy and civil engineering construction[237],17250
2011,6,Heritage institutions[712],5500
2011,6,Hospitals[622],87250
2011,6,Insurance carriers and related activities[524],29250
2011,6,International and other extra-territorial public administration[919],1250
2011,6,Leather and allied product manufacturing[316],750
2011,6,Lessors of non-financial intangible assets (except copyrighted works)[533],0
2011,6,"Local, municipal and regional public administration[913]",37250
2011,6,Machinery manufacturing[333],5500
2011,6,"Machinery, equipment and supplies merchant wholesalers[417]",20750
2011,6,Management of companies and enterprises[551],0
2011,6,Mining and quarrying (except oil and gas)[212],12500
2011,6,Miscellaneous manufacturing[339],13000
2011,6,Miscellaneous merchant wholesalers[418],14500
2011,6,Miscellaneous store retailers[453],19500
2011,6,Motion picture and sound recording industries[512],10000
2011,6,Motor vehicle and motor vehicle parts and accessories merchant wholesalers[415],3500
2011,6,Motor vehicle and parts dealers[441],28500
2011,6,Non-metallic mineral product manufacturing[327],9750
2011,6,Non-store retailers[454],5500
2011,6,Nursing and residential care facilities[623],40750
2011,6,Oil and gas extraction[211],5250
2011,6,Other,3250
2011,6,Other information services[519],3250
2011,6,Paper manufacturing[322],8750
2011,6,"Performing arts, spectator sports and related industries[711]",20250
2011,6,Personal and household goods merchant wholesalers[414],13000
2011,6,Personal and laundry services[812],33250
2011,6,Petroleum and coal product manufacturing[324],1000
2011,6,Petroleum and petroleum products merchant wholesalers[412],1750
2011,6,Pipeline transportation[486],0
2011,6,Plastics and rubber products manufacturing[326],2500
2011,6,Postal service[491],6750
2011,6,Primary metal manufacturing[331],8000
2011,6,Printing and related support activities[323],7250
2011,6,Private households[814],12250
2011,6,"Professional, scientific and technical services[541]",173250
2011,6,Provincial and territorial public administration[912],24000
2011,6,Publishing industries[511],12250
2011,6,Rail transportation[482],7250
2011,6,Real estate[531],52500
2011,6,"Religious, grant-making, civic, and professional and similar organizations[813]",17000
2011,6,Rental and leasing services[532],8750
2011,6,Repair and maintenance[811],34750
2011,6,Scenic and sightseeing transportation[487],500
2011,6,"Securities, commodity contracts, and other financial investment and related acti",15500
2011,6,Social assistance[624],52000
2011,6,Specialty trade contractors[238],124250
2011,6,"Sporting goods, hobby, book and music stores[451]",12750
2011,6,Support activities for agriculture and forestry[115],9500
2011,6,"Support activities for mining, and oil and gas extraction[213]",8500
2011,6,Support activities for transportation[488],19500
2011,6,Telecommunications[517],18000
2011,6,Textile mills[313],0
2011,6,Textile product mills[314],2250
2011,6,Transit and ground passenger transportation[485],19000
2011,6,Transportation equipment manufacturing[336],7250
2011,6,Truck transportation[484],31250
2011,6,Utilities[221],12000
2011,6,Warehousing and storage[493],9750
2011,6,Waste management and remediation services[562],5750
2011,6,Water transportation[483],2000
2011,6,Wood product manufacturing[321],30500
2011,7,Aboriginal public administration[914],750
2011,7,Accommodation services[721],45250
2011,7,Administrative and support services[561],93000
2011,7,Air transportation[481],15000
2011,7,Ambulatory health care services[621],75750
2011,7,"Amusement, gambling and recreation industries[713]",40500
2011,7,Animal production and aquaculture[112],7750
2011,7,Beverage and tobacco product manufacturing[312],4500
2011,7,Broadcasting (except Internet)[515],2250
2011,7,Building material and garden equipment and supplies dealers[444],18500
2011,7,Building material and supplies merchant wholesalers[416],10000
2011,7,"Business-to-business electronic markets, and agents and brokers[419]",0
2011,7,Chemical manufacturing[325],4500
2011,7,Clothing and clothing accessories stores[448],27000
2011,7,Clothing manufacturing[315],4500
2011,7,Computer and electronic product manufacturing[334],4750
2011,7,Construction of buildings[236],58750
2011,7,Couriers and messengers[492],4500
2011,7,Credit intermediation and related activities[522],34250
2011,7,Crop production[111],18000
2011,7,"Data processing, hosting, and related services[518]",0
2011,7,Educational services[611],135000
2011,7,"Electrical equipment, appliance and component manufacturing[335]",2750
2011,7,Electronics and appliance stores[443],12750
2011,7,Fabricated metal product manufacturing[332],11250
2011,7,Farm product merchant wholesalers[411],750
2011,7,Federal government public administration[911],45000
2011,7,"Fishing, hunting and trapping[114]",1750
2011,7,Food and beverage stores[445],82750
2011,7,Food manufacturing[311],24250
2011,7,Food services and drinking places[722],151000
