SYEAR,SMTH,NAICS,_EMPLOYMENT_
2006,1,Postal service[491],11750
2006,1,Primary metal manufacturing[331],4750
2006,1,Printing and related support activities[323],8500
2006,1,Private households[814],7250
2006,1,"Professional, scientific and technical services[541]",161250
2006,1,Provincial and territorial public administration[912],31000
2006,1,Publishing industries[511],15750
2006,1,Rail transportation[482],2000
2006,1,Real estate[531],35500
2006,1,"Religious, grant-making, civic, and professional and similar organizations[813]",16250
2006,1,Rental and leasing services[532],7000
2006,1,Repair and maintenance[811],34000
2006,1,Scenic and sightseeing transportation[487],250
2006,1,"Securities, commodity contracts, and other financial investment and related acti",13500
2006,1,Social assistance[624],50250
2006,1,Specialty trade contractors[238],88750
2006,1,"Sporting goods, hobby, book and music stores[451]",10750
2006,1,Support activities for agriculture and forestry[115],8250
2006,1,"Support activities for mining, and oil and gas extraction[213]",6750
2006,1,Support activities for transportation[488],18500
2006,1,Telecommunications[517],18000
2006,1,Textile mills[313],0
2006,1,Textile product mills[314],1750
2006,1,Transit and ground passenger transportation[485],16250
2006,1,Transportation equipment manufacturing[336],8000
2006,1,Truck transportation[484],38250
2006,1,Utilities[221],8000
2006,1,Warehousing and storage[493],3500
2006,1,Waste management and remediation services[562],6250
2006,1,Water transportation[483],5000
2006,1,Wood product manufacturing[321],46000
2006,2,Aboriginal public administration[914],1500
2006,2,Accommodation services[721],35500
2006,2,Administrative and support services[561],78250
2006,2,Air transportation[481],14750
2006,2,Ambulatory health care services[621],63750
2006,2,"Amusement, gambling and recreation industries[713]",29000
2006,2,Animal production and aquaculture[112],10500
2006,2,Beverage and tobacco product manufacturing[312],7250
2006,2,Broadcasting (except Internet)[515],3500
2006,2,Building material and garden equipment and supplies dealers[444],21500
2006,2,Building material and supplies merchant wholesalers[416],12250
2006,2,"Business-to-business electronic markets, and agents and brokers[419]",2000
2006,2,Chemical manufacturing[325],5500
2006,2,Clothing and clothing accessories stores[448],24000
2006,2,Clothing manufacturing[315],5000
2006,2,Computer and electronic product manufacturing[334],10000
2006,2,Construction of buildings[236],52000
2006,2,Couriers and messengers[492],8500
2006,2,Credit intermediation and related activities[522],42000
2006,2,Crop production[111],16000
2006,2,"Data processing, hosting, and related services[518]",1500
2006,2,Educational services[611],156750
2006,2,"Electrical equipment, appliance and component manufacturing[335]",3250
2006,2,Electronics and appliance stores[443],11500
2006,2,Fabricated metal product manufacturing[332],12750
2006,2,Farm product merchant wholesalers[411],500
2006,2,Federal government public administration[911],32500
2006,2,"Fishing, hunting and trapping[114]",3750
2006,2,Food and beverage stores[445],61750
2006,2,Food manufacturing[311],18500
2006,2,Food services and drinking places[722],130750
2006,2,"Food, beverage and tobacco merchant wholesalers[413]",11500
2006,2,Forestry and logging[113],13500
2006,2,Funds and other financial vehicles[526],0
2006,2,Furniture and home furnishings stores[442],11000
2006,2,Furniture and related product manufacturing[337],5000
2006,2,Gasoline stations[447],13250
2006,2,General merchandise stores[452],26000
2006,2,Health and personal care stores[446],21000
2006,2,Heavy and civil engineering construction[237],18750
2006,2,Heritage institutions[712],3000
2006,2,Hospitals[622],69000
2006,2,Insurance carriers and related activities[524],24000
2006,2,International and other extra-territorial public administration[919],250
2006,2,Leather and allied product manufacturing[316],500
2006,2,Lessors of non-financial intangible assets (except copyrighted works)[533],0
2006,2,"Local, municipal and regional public administration[913]",26000
2006,2,Machinery manufacturing[333],10750
2006,2,"Machinery, equipment and supplies merchant wholesalers[417]",22500
2006,2,Management of companies and enterprises[551],0
2006,2,Mining and quarrying (except oil and gas)[212],5750
2006,2,Miscellaneous manufacturing[339],13500
2006,2,Miscellaneous merchant wholesalers[418],15000
2006,2,Miscellaneous store retailers[453],27250
2006,2,Motion picture and sound recording industries[512],10000
2006,2,Motor vehicle and motor vehicle parts and accessories merchant wholesalers[415],8500
2006,2,Motor vehicle and parts dealers[441],26250
2006,2,Non-metallic mineral product manufacturing[327],6000
2006,2,Non-store retailers[454],8250
2006,2,Nursing and residential care facilities[623],32000
2006,2,Oil and gas extraction[211],1500
2006,2,Other,3750
2006,2,Other information services[519],3750
2006,2,Paper manufacturing[322],12000
2006,2,"Performing arts, spectator sports and related industries[711]",22250
2006,2,Personal and household goods merchant wholesalers[414],10000
2006,2,Personal and laundry services[812],30750
2006,2,Petroleum and coal product manufacturing[324],1250
2006,2,Petroleum and petroleum products merchant wholesalers[412],750
2006,2,Pipeline transportation[486],500
2006,2,Plastics and rubber products manufacturing[326],7000
2006,2,Postal service[491],13500
2006,2,Primary metal manufacturing[331],7750
2006,2,Printing and related support activities[323],10000
2006,2,Private households[814],7500
2006,2,"Professional, scientific and technical services[541]",167500
2006,2,Provincial and territorial public administration[912],28250
2006,2,Publishing industries[511],14500
2006,2,Rail transportation[482],3000
2006,2,Real estate[531],36250
2006,2,"Religious, grant-making, civic, and professional and similar organizations[813]",16250
2006,2,Rental and leasing services[532],7250
2006,2,Repair and maintenance[811],32000
2006,2,Scenic and sightseeing transportation[487],750
2006,2,"Securities, commodity contracts, and other financial investment and related acti",15750
2006,2,Social assistance[624],48000
2006,2,Specialty trade contractors[238],91250
2006,2,"Sporting goods, hobby, book and music stores[451]",12000
2006,2,Support activities for agriculture and forestry[115],7750
2006,2,"Support activities for mining, and oil and gas extraction[213]",7000
2006,2,Support activities for transportation[488],22500
2006,2,Telecommunications[517],16000
2006,2,Textile mills[313],0
2006,2,Textile product mills[314],0
2006,2,Transit and ground passenger transportation[485],15750
2006,2,Transportation equipment manufacturing[336],8500
2006,2,Truck transportation[484],34000
2006,2,Utilities[221],7500
2006,2,Warehousing and storage[493],5250
2006,2,Waste management and remediation services[562],7250
2006,2,Water transportation[483],3250
2006,2,Wood product manufacturing[321],47000
2006,3,Aboriginal public administration[914],750
2006,3,Accommodation services[721],31750
2006,3,Administrative and support services[561],80000
2006,3,Air transportation[481],13250
2006,3,Ambulatory health care services[621],57750
2006,3,"Amusement, gambling and recreation industries[713]",32500
2006,3,Animal production and aquaculture[112],14750
2006,3,Beverage and tobacco product manufacturing[312],5250
2006,3,Broadcasting (except Internet)[515],2750
2006,3,Building material and garden equipment and supplies dealers[444],23000
2006,3,Building material and supplies merchant wholesalers[416],11750
2006,3,"Business-to-business electronic markets, and agents and brokers[419]",2750
2006,3,Chemical manufacturing[325],6750
2006,3,Clothing and clothing accessories stores[448],25250
2006,3,Clothing manufacturing[315],6500
2006,3,Computer and electronic product manufacturing[334],10500
2006,3,Construction of buildings[236],52750
2006,3,Couriers and messengers[492],7000
2006,3,Credit intermediation and related activities[522],42250
2006,3,Crop production[111],16000
2006,3,"Data processing, hosting, and related services[518]",500
2006,3,Educational services[611],155250
2006,3,"Electrical equipment, appliance and component manufacturing[335]",4000
2006,3,Electronics and appliance stores[443],12500
2006,3,Fabricated metal product manufacturing[332],9000
2006,3,Farm product merchant wholesalers[411],0
2006,3,Federal government public administration[911],33500
2006,3,"Fishing, hunting and trapping[114]",2500
2006,3,Food and beverage stores[445],66250
2006,3,Food manufacturing[311],18000
2006,3,Food services and drinking places[722],126000
2006,3,"Food, beverage and tobacco merchant wholesalers[413]",7000
2006,3,Forestry and logging[113],12000
2006,3,Funds and other financial vehicles[526],0
2006,3,Furniture and home furnishings stores[442],12000
2006,3,Furniture and related product manufacturing[337],4750
2006,3,Gasoline stations[447],16000
2006,3,General merchandise stores[452],24500
2006,3,Health and personal care stores[446],15000
2006,3,Heavy and civil engineering construction[237],19750
2006,3,Heritage institutions[712],2750
2006,3,Hospitals[622],75500
2006,3,Insurance carriers and related activities[524],22000
2006,3,International and other extra-territorial public administration[919],250
2006,3,Leather and allied product manufacturing[316],0
2006,3,Lessors of non-financial intangible assets (except copyrighted works)[533],0
2006,3,"Local, municipal and regional public administration[913]",25000
2006,3,Machinery manufacturing[333],11250
2006,3,"Machinery, equipment and supplies merchant wholesalers[417]",23250
2006,3,Management of companies and enterprises[551],0
2006,3,Mining and quarrying (except oil and gas)[212],5750
2006,3,Miscellaneous manufacturing[339],14750
2006,3,Miscellaneous merchant wholesalers[418],15250
2006,3,Miscellaneous store retailers[453],29500
2006,3,Motion picture and sound recording industries[512],11250
2006,3,Motor vehicle and motor vehicle parts and accessories merchant wholesalers[415],8000
2006,3,Motor vehicle and parts dealers[441],28000
2006,3,Non-metallic mineral product manufacturing[327],6250
2006,3,Non-store retailers[454],10250
2006,3,Nursing and residential care facilities[623],36000
2006,3,Oil and gas extraction[211],2750
2006,3,Other,2750
2006,3,Other information services[519],3000
2006,3,Paper manufacturing[322],11750
2006,3,"Performing arts, spectator sports and related industries[711]",20000
2006,3,Personal and household goods merchant wholesalers[414],7750
2006,3,Personal and laundry services[812],30000
2006,3,Petroleum and coal product manufacturing[324],750
2006,3,Petroleum and petroleum products merchant wholesalers[412],250
2006,3,Pipeline transportation[486],500
2006,3,Plastics and rubber products manufacturing[326],6500
2006,3,Postal service[491],11500
2006,3,Primary metal manufacturing[331],7750
2006,3,Printing and related support activities[323],10000
2006,3,Private households[814],10250
2006,3,"Professional, scientific and technical services[541]",163250
2006,3,Provincial and territorial public administration[912],30750
2006,3,Publishing industries[511],17250
2006,3,Rail transportation[482],3000
2006,3,Real estate[531],38000
2006,3,"Religious, grant-making, civic, and professional and similar organizations[813]",17000
2006,3,Rental and leasing services[532],6000
2006,3,Repair and maintenance[811],35250
2006,3,Scenic and sightseeing transportation[487],1000
2006,3,"Securities, commodity contracts, and other financial investment and related acti",19500
2006,3,Social assistance[624],52500
2006,3,Specialty trade contractors[238],96250
2006,3,"Sporting goods, hobby, book and music stores[451]",11500
2006,3,Support activities for agriculture and forestry[115],9750
2006,3,"Support activities for mining, and oil and gas extraction[213]",5250
2006,3,Support activities for transportation[488],18500
2006,3,Telecommunications[517],19000
2006,3,Textile mills[313],0
2006,3,Textile product mills[314],0
2006,3,Transit and ground passenger transportation[485],17750
2006,3,Transportation equipment manufacturing[336],10500
2006,3,Truck transportation[484],34250
2006,3,Utilities[221],7000
2006,3,Warehousing and storage[493],5500
2006,3,Waste management and remediation services[562],6250
2006,3,Water transportation[483],6000
2006,3,Wood product manufacturing[321],51000
2006,4,Aboriginal public administration[914],500
2006,4,Accommodation services[721],32500
2006,4,Administrative and support services[561],83000
2006,4,Air transportation[481],12250
2006,4,Ambulatory health care services[621],56500
2006,4,"Amusement, gambling and recreation industries[713]",34750
2006,4,Animal production and aquaculture[112],13250
2006,4,Beverage and tobacco product manufacturing[312],4750
2006,4,Broadcasting (except Internet)[515],3000
2006,4,Building material and garden equipment and supplies dealers[444],19750
2006,4,Building material and supplies merchant wholesalers[416],13000
2006,4,"Business-to-business electronic markets, and agents and brokers[419]",2750
2006,4,Chemical manufacturing[325],6500
2006,4,Clothing and clothing accessories stores[448],28500
2006,4,Clothing manufacturing[315],5750
2006,4,Computer and electronic product manufacturing[334],9000
2006,4,Construction of buildings[236],47500
2006,4,Couriers and messengers[492],11250
2006,4,Credit intermediation and related activities[522],45250
2006,4,Crop production[111],17750
2006,4,"Data processing, hosting, and related services[518]",1000
2006,4,Educational services[611],154000
2006,4,"Electrical equipment, appliance and component manufacturing[335]",2500
2006,4,Electronics and appliance stores[443],10000
2006,4,Fabricated metal product manufacturing[332],9750
2006,4,Farm product merchant wholesalers[411],0
2006,4,Federal government public administration[911],34750
2006,4,"Fishing, hunting and trapping[114]",2500
2006,4,Food and beverage stores[445],65750
2006,4,Food manufacturing[311],21250
2006,4,Food services and drinking places[722],133000
2006,4,"Food, beverage and tobacco merchant wholesalers[413]",9250
2006,4,Forestry and logging[113],9250
2006,4,Funds and other financial vehicles[526],0
2006,4,Furniture and home furnishings stores[442],13250
2006,4,Furniture and related product manufacturing[337],5000
2006,4,Gasoline stations[447],16500
2006,4,General merchandise stores[452],24500
2006,4,Health and personal care stores[446],18250
2006,4,Heavy and civil engineering construction[237],20250
2006,4,Heritage institutions[712],2500
2006,4,Hospitals[622],82500
2006,4,Insurance carriers and related activities[524],24750
2006,4,International and other extra-territorial public administration[919],0
2006,4,Leather and allied product manufacturing[316],500
2006,4,Lessors of non-financial intangible assets (except copyrighted works)[533],0
2006,4,"Local, municipal and regional public administration[913]",29000
2006,4,Machinery manufacturing[333],10750
2006,4,"Machinery, equipment and supplies merchant wholesalers[417]",22250
2006,4,Management of companies and enterprises[551],0
2006,4,Mining and quarrying (except oil and gas)[212],7500
2006,4,Miscellaneous manufacturing[339],15000
2006,4,Miscellaneous merchant wholesalers[418],14250
2006,4,Miscellaneous store retailers[453],26500
2006,4,Motion picture and sound recording industries[512],12750
2006,4,Motor vehicle and motor vehicle parts and accessories merchant wholesalers[415],7750
2006,4,Motor vehicle and parts dealers[441],29750
2006,4,Non-metallic mineral product manufacturing[327],5250
2006,4,Non-store retailers[454],7750
2006,4,Nursing and residential care facilities[623],31750
2006,4,Oil and gas extraction[211],3000
2006,4,Other,2000
2006,4,Other information services[519],2500
2006,4,Paper manufacturing[322],13750
2006,4,"Performing arts, spectator sports and related industries[711]",19000
2006,4,Personal and household goods merchant wholesalers[414],7500
2006,4,Personal and laundry services[812],31500
2006,4,Petroleum and coal product manufacturing[324],750
2006,4,Petroleum and petroleum products merchant wholesalers[412],1500
2006,4,Pipeline transportation[486],2000
2006,4,Plastics and rubber products manufacturing[326],5750
2006,4,Postal service[491],9500
2006,4,Primary metal manufacturing[331],6250
2006,4,Printing and related support activities[323],9750
2006,4,Private households[814],8750
2006,4,"Professional, scientific and technical services[541]",168000
2006,4,Provincial and territorial public administration[912],24500
2006,4,Publishing industries[511],15750
2006,4,Rail transportation[482],2750
2006,4,Real estate[531],30000
2006,4,"Religious, grant-making, civic, and professional and similar organizations[813]",17250
2006,4,Rental and leasing services[532],6000
2006,4,Repair and maintenance[811],33250
2006,4,Scenic and sightseeing transportation[487],1500
2006,4,"Securities, commodity contracts, and other financial investment and related acti",18250
2006,4,Social assistance[624],49500
2006,4,Specialty trade contractors[238],103250
2006,4,"Sporting goods, hobby, book and music stores[451]",12500
2006,4,Support activities for agriculture and forestry[115],10250
2006,4,"Support activities for mining, and oil and gas extraction[213]",5500
2006,4,Support activities for transportation[488],21250
2006,4,Telecommunications[517],21250
2006,4,Textile mills[313],0
2006,4,Textile product mills[314],0
2006,4,Transit and ground passenger transportation[485],14750
2006,4,Transportation equipment manufacturing[336],9500
2006,4,Truck transportation[484],30000
2006,4,Utilities[221],6250
2006,4,Warehousing and storage[493],5000
2006,4,Waste management and remediation services[562],7250
2006,4,Water transportation[483],6500
2006,4,Wood product manufacturing[321],47250
2006,5,Aboriginal public administration[914],750
2006,5,Accommodation services[721],31000
2006,5,Administrative and support services[561],83500
2006,5,Air transportation[481],12500
2006,5,Ambulatory health care services[621],60000
2006,5,"Amusement, gambling and recreation industries[713]",33250
2006,5,Animal production and aquaculture[112],12000
2006,5,Beverage and tobacco product manufacturing[312],4500
2006,5,Broadcasting (except Internet)[515],4250
2006,5,Building material and garden equipment and supplies dealers[444],20000
2006,5,Building material and supplies merchant wholesalers[416],13000
2006,5,"Business-to-business electronic markets, and agents and brokers[419]",1250
2006,5,Chemical manufacturing[325],6000
2006,5,Clothing and clothing accessories stores[448],27750
2006,5,Clothing manufacturing[315],6500
2006,5,Computer and electronic product manufacturing[334],10250
2006,5,Construction of buildings[236],40000
2006,5,Couriers and messengers[492],8750
2006,5,Credit intermediation and related activities[522],45750
2006,5,Crop production[111],20500
2006,5,"Data processing, hosting, and related services[518]",1250
2006,5,Educational services[611],152750
2006,5,"Electrical equipment, appliance and component manufacturing[335]",2250
2006,5,Electronics and appliance stores[443],9500
2006,5,Fabricated metal product manufacturing[332],13500
2006,5,Farm product merchant wholesalers[411],0
2006,5,Federal government public administration[911],33750
2006,5,"Fishing, hunting and trapping[114]",3000
2006,5,Food and beverage stores[445],64000
2006,5,Food manufacturing[311],20500
2006,5,Food services and drinking places[722],135250
2006,5,"Food, beverage and tobacco merchant wholesalers[413]",12750
2006,5,Forestry and logging[113],9500
2006,5,Funds and other financial vehicles[526],0
2006,5,Furniture and home furnishings stores[442],14500
2006,5,Furniture and related product manufacturing[337],5000
2006,5,Gasoline stations[447],14500
2006,5,General merchandise stores[452],25000
2006,5,Health and personal care stores[446],20500
2006,5,Heavy and civil engineering construction[237],18750
2006,5,Heritage institutions[712],2000
2006,5,Hospitals[622],87750
2006,5,Insurance carriers and related activities[524],21750
2006,5,International and other extra-territorial public administration[919],0
2006,5,Leather and allied product manufacturing[316],500
2006,5,Lessors of non-financial intangible assets (except copyrighted works)[533],0
2006,5,"Local, municipal and regional public administration[913]",31250
2006,5,Machinery manufacturing[333],8000
2006,5,"Machinery, equipment and supplies merchant wholesalers[417]",21250
2006,5,Management of companies and enterprises[551],0
2006,5,Mining and quarrying (except oil and gas)[212],8000
2006,5,Miscellaneous manufacturing[339],11500
2006,5,Miscellaneous merchant wholesalers[418],14250
2006,5,Miscellaneous store retailers[453],24750
2006,5,Motion picture and sound recording industries[512],10500
2006,5,Motor vehicle and motor vehicle parts and accessories merchant wholesalers[415],9500
2006,5,Motor vehicle and parts dealers[441],27000
2006,5,Non-metallic mineral product manufacturing[327],8750
2006,5,Non-store retailers[454],8250
2006,5,Nursing and residential care facilities[623],35000
2006,5,Oil and gas extraction[211],3250
2006,5,Other,3250
2006,5,Other information services[519],2750
2006,5,Paper manufacturing[322],17750
2006,5,"Performing arts, spectator sports and related industries[711]",19000
2006,5,Personal and household goods merchant wholesalers[414],8000
2006,5,Personal and laundry services[812],31250
2006,5,Petroleum and coal product manufacturing[324],250
2006,5,Petroleum and petroleum products merchant wholesalers[412],1500
2006,5,Pipeline transportation[486],1500
2006,5,Plastics and rubber products manufacturing[326],4500
2006,5,Postal service[491],9000
2006,5,Primary metal manufacturing[331],7750
2006,5,Printing and related support activities[323],6750
2006,5,Private households[814],7500
2006,5,"Professional, scientific and technical services[541]",165250
2006,5,Provincial and territorial public administration[912],25250
2006,5,Publishing industries[511],16000
2006,5,Rail transportation[482],3000
2006,5,Real estate[531],35750
2006,5,"Religious, grant-making, civic, and professional and similar organizations[813]",19500
2006,5,Rental and leasing services[532],7500
2006,5,Repair and maintenance[811],34000
2006,5,Scenic and sightseeing transportation[487],1750
2006,5,"Securities, commodity contracts, and other financial investment and related acti",17000
2006,5,Social assistance[624],48500
2006,5,Specialty trade contractors[238],108250
2006,5,"Sporting goods, hobby, book and music stores[451]",15250
2006,5,Support activities for agriculture and forestry[115],12250
2006,5,"Support activities for mining, and oil and gas extraction[213]",6250
2006,5,Support activities for transportation[488],20500
2006,5,Telecommunications[517],18500
2006,5,Textile mills[313],0
2006,5,Textile product mills[314],750
2006,5,Transit and ground passenger transportation[485],13750
2006,5,Transportation equipment manufacturing[336],10000
2006,5,Truck transportation[484],33750
2006,5,Utilities[221],7750
2006,5,Warehousing and storage[493],7250
2006,5,Waste management and remediation services[562],8250
2006,5,Water transportation[483],6500
2006,5,Wood product manufacturing[321],52000
2006,6,Aboriginal public administration[914],500
2006,6,Accommodation services[721],35000
2006,6,Administrative and support services[561],88750
2006,6,Air transportation[481],12500
2006,6,Ambulatory health care services[621],59250
2006,6,"Amusement, gambling and recreation industries[713]",35250
2006,6,Animal production and aquaculture[112],12500
2006,6,Beverage and tobacco product manufacturing[312],5000
2006,6,Broadcasting (except Internet)[515],4500
2006,6,Building material and garden equipment and supplies dealers[444],21000
2006,6,Building material and supplies merchant wholesalers[416],13750
2006,6,"Business-to-business electronic markets, and agents and brokers[419]",750
2006,6,Chemical manufacturing[325],4250
2006,6,Clothing and clothing accessories stores[448],25750
2006,6,Clothing manufacturing[315],5750
2006,6,Computer and electronic product manufacturing[334],8250
2006,6,Construction of buildings[236],41000
2006,6,Couriers and messengers[492],8750
2006,6,Credit intermediation and related activities[522],50500
2006,6,Crop production[111],18750
2006,6,"Data processing, hosting, and related services[518]",750
2006,6,Educational services[611],155000
2006,6,"Electrical equipment, appliance and component manufacturing[335]",1750
2006,6,Electronics and appliance stores[443],10250
2006,6,Fabricated metal product manufacturing[332],12000
2006,6,Farm product merchant wholesalers[411],250
2006,6,Federal government public administration[911],30000
2006,6,"Fishing, hunting and trapping[114]",4000
2006,6,Food and beverage stores[445],73250
2006,6,Food manufacturing[311],16750
2006,6,Food services and drinking places[722],134750
2006,6,"Food, beverage and tobacco merchant wholesalers[413]",14000
2006,6,Forestry and logging[113],13750
2006,6,Funds and other financial vehicles[526],0
2006,6,Furniture and home furnishings stores[442],12500
2006,6,Furniture and related product manufacturing[337],5750
2006,6,Gasoline stations[447],12500
2006,6,General merchandise stores[452],25250
2006,6,Health and personal care stores[446],16500
2006,6,Heavy and civil engineering construction[237],17750
2006,6,Heritage institutions[712],2000
2006,6,Hospitals[622],96000
2006,6,Insurance carriers and related activities[524],23000
2006,6,International and other extra-territorial public administration[919],0
2006,6,Leather and allied product manufacturing[316],1000
2006,6,Lessors of non-financial intangible assets (except copyrighted works)[533],0
2006,6,"Local, municipal and regional public administration[913]",30250
2006,6,Machinery manufacturing[333],12000
2006,6,"Machinery, equipment and supplies merchant wholesalers[417]",20000
2006,6,Management of companies and enterprises[551],0
2006,6,Mining and quarrying (except oil and gas)[212],6750
2006,6,Miscellaneous manufacturing[339],13250
2006,6,Miscellaneous merchant wholesalers[418],11000
2006,6,Miscellaneous store retailers[453],24750
2006,6,Motion picture and sound recording industries[512],11750
2006,6,Motor vehicle and motor vehicle parts and accessories merchant wholesalers[415],9000
2006,6,Motor vehicle and parts dealers[441],30500
2006,6,Non-metallic mineral product manufacturing[327],9750
2006,6,Non-store retailers[454],7250
2006,6,Nursing and residential care facilities[623],36250
2006,6,Oil and gas extraction[211],4750
2006,6,Other,2250
2006,6,Other information services[519],4000
2006,6,Paper manufacturing[322],17500
2006,6,"Performing arts, spectator sports and related industries[711]",17000
2006,6,Personal and household goods merchant wholesalers[414],10500
2006,6,Personal and laundry services[812],26000
2006,6,Petroleum and coal product manufacturing[324],500
2006,6,Petroleum and petroleum products merchant wholesalers[412],1000
2006,6,Pipeline transportation[486],1250
2006,6,Plastics and rubber products manufacturing[326],5500
2006,6,Postal service[491],9750
2006,6,Primary metal manufacturing[331],7250
2006,6,Printing and related support activities[323],6750
2006,6,Private households[814],11000
2006,6,"Professional, scientific and technical services[541]",159750
2006,6,Provincial and territorial public administration[912],26250
2006,6,Publishing industries[511],16750
2006,6,Rail transportation[482],2750
2006,6,Real estate[531],32000
2006,6,"Religious, grant-making, civic, and professional and similar organizations[813]",19750
2006,6,Rental and leasing services[532],9000
2006,6,Repair and maintenance[811],32750
2006,6,Scenic and sightseeing transportation[487],3500
2006,6,"Securities, commodity contracts, and other financial investment and related acti",18000
2006,6,Social assistance[624],45000
2006,6,Specialty trade contractors[238],118250
2006,6,"Sporting goods, hobby, book and music stores[451]",13000
2006,6,Support activities for agriculture and forestry[115],11250
2006,6,"Support activities for mining, and oil and gas extraction[213]",6250
2006,6,Support activities for transportation[488],21500
2006,6,Telecommunications[517],19250
2006,6,Textile mills[313],0
2006,6,Textile product mills[314],500
2006,6,Transit and ground passenger transportation[485],14750
2006,6,Transportation equipment manufacturing[336],9250
2006,6,Truck transportation[484],31500
2006,6,Utilities[221],8500
2006,6,Warehousing and storage[493],7750
2006,6,Waste management and remediation services[562],7750
2006,6,Water transportation[483],9000
2006,6,Wood product manufacturing[321],45000
2006,7,Aboriginal public administration[914],1000
2006,7,Accommodation services[721],40250
2006,7,Administrative and support services[561],96000
2006,7,Air transportation[481],8250
2006,7,Ambulatory health care services[621],55750
2006,7,"Amusement, gambling and recreation industries[713]",37500
2006,7,Animal production and aquaculture[112],14750
2006,7,Beverage and tobacco product manufacturing[312],4500
2006,7,Broadcasting (except Internet)[515],5000
2006,7,Building material and garden equipment and supplies dealers[444],23750
2006,7,Building material and supplies merchant wholesalers[416],14500
2006,7,"Business-to-business electronic markets, and agents and brokers[419]",1000
2006,7,Chemical manufacturing[325],4000
2006,7,Clothing and clothing accessories stores[448],24250
2006,7,Clothing manufacturing[315],7250
2006,7,Computer and electronic product manufacturing[334],8750
2006,7,Construction of buildings[236],43750
2006,7,Couriers and messengers[492],10250
2006,7,Credit intermediation and related activities[522],45500
2006,7,Crop production[111],20750
2006,7,"Data processing, hosting, and related services[518]",750
2006,7,Educational services[611],135500
2006,7,"Electrical equipment, appliance and component manufacturing[335]",1500
2006,7,Electronics and appliance stores[443],9500
2006,7,Fabricated metal product manufacturing[332],15750
2006,7,Farm product merchant wholesalers[411],500
2006,7,Federal government public administration[911],35500
2006,7,"Fishing, hunting and trapping[114]",2750
2006,7,Food and beverage stores[445],67250
2006,7,Food manufacturing[311],16500
2006,7,Food services and drinking places[722],132250
